Date,address,daily_trx,trx_fee,hashrate,price,Supply
2014-02-26,35597,10458,0.037,94447432816,14.157,26065970.998888247
2014-02-27,31784,9581,0.0244,89003689706,14.076,26082637.66555491
2014-02-28,35372,9510,0.0303,88533359389,13.654,26124304.33222158
2014-03-01,34032,9328,0.0227,102887562168,13.402,26165970.998888247
2014-03-02,39482,9723,0.0226,101115412993,13.341,26182637.66555491
2014-03-03,44518,12134,0.121,113162509924,13.15,26215970.998888247
2014-03-04,53711,17182,0.0515,101784565566,16.209,26232637.66555491
2014-03-05,37319,11354,0.0454,118222527083,16.27,26274304.33222158
2014-03-06,42215,11258,0.0359,122358364015,16.439,26315970.998888247
2014-03-07,40453,10565,0.0349,127371248130,16.054,26332637.66555491
2014-03-08,32871,9730,0.032,134028019820,15.537,26374304.33222158
2014-03-09,33705,9960,0.0484,146657041281,15.709,26415970.998888247
2014-03-10,32817,9249,0.0285,132886258001,16.093,26432637.66555491
2014-03-11,32338,9203,0.0335,132270957792,16.036,26474304.33222158
2014-03-12,39851,12404,0.0313,147307602122,16.78,26515970.998888247
2014-03-13,34266,10293,0.0294,144065807864,16.985,26532637.66555491
2014-03-14,34631,11002,0.0334,145687789305,16.673,26565970.998888247
2014-03-15,32720,10196,0.0247,149119551967,16.734,26582637.66555491
2014-03-16,36362,11248,0.0189,159435391521,17.022,26624304.33222158
2014-03-17,39161,13468,0.0219,151371284586,17.271,26665970.998888247
2014-03-18,47021,17859,0.0287,164803780615,18.042,26682637.66555491
2014-03-19,49943,19743,0.0306,189808249899,18.518,26724304.33222158
2014-03-20,36676,12382,0.0216,170692900094,16.574,26765970.998888247
2014-03-21,34873,11547,0.0216,157806986430,16.181,26782637.66555491
2014-03-22,31945,9478,0.0184,174163358330,15.546,26815970.998888247
2014-03-23,31516,9023,0.0298,167407936306,15.669,26832637.66555491
2014-03-24,33578,10540,0.0186,151354684506,15.537,26865970.998888247
2014-03-25,32633,9950,0.0194,155338121874,16.121,26882637.66555491
2014-03-26,33979,11011,0.0219,154961877877,16.415,26915970.998888247
2014-03-27,35356,11260,0.025,164057040636,14.94,26932637.66555491
2014-03-28,35329,10349,0.017,164509426416,13.861,26974304.33222158
2014-03-29,28798,8423,0.0189,160309512500,13.822,27015970.998888247
2014-03-30,32876,8742,0.0187,161416377710,13.246,27032637.66555491
2014-03-31,33157,10215,0.0187,159729100588,12.994,27065970.998888247
2014-04-01,31985,9469,0.0206,167817022174,13.254,27082637.66555491
2014-04-02,33753,10780,0.0183,174857424588,12.521,27124304.33222158
2014-04-03,33888,10448,0.0128,179113676541,10.857,27165970.998888247
2014-04-04,29478,8551,0.0165,176856391198,11.044,27182637.66555491
2014-04-05,26889,7747,0.0112,178838879510,11.073,27215970.998888247
2014-04-06,26823,7858,0.0138,166675975965,11.566,27232637.66555491
2014-04-07,28073,8641,0.0222,166508342883,11.598,27274304.33222158
2014-04-08,26538,7633,0.0139,165759942831,11.336,27315970.998888247
2014-04-09,27638,7768,0.0266,170501213746,11.268,27332637.66555491
2014-04-10,31909,9654,0.0123,174101511505,10.015,27365970.998888247
2014-04-11,31413,9589,0.013,169457295607,10.136,27382637.66555491
2014-04-12,29124,8024,0.015,165584088215,10.964,27415970.997221578
2014-04-13,26604,8146,0.0108,160697990924,10.388,27432637.66222158
2014-04-14,32399,9873,0.014,164925080041,11.078,27474304.32722158
2014-04-15,41289,10278,0.0159,171470309011,12.275,27515970.993888248
2014-04-16,33622,10644,0.018,165833909201,13.161,27532637.660554912
2014-04-17,28714,8315,0.0165,158217921967,12.765,27565970.993888248
2014-04-18,28561,8290,0.0165,151062910805,12.071,27582637.660554912
2014-04-19,26369,8060,0.016,144020963706,12.283,27615970.993888248
2014-04-20,26312,7840,0.0188,138349920710,12.675,27632637.660554912
2014-04-21,26198,7835,0.0182,142862541090,12.428,27665970.993888248
2014-04-22,25819,7532,0.02,148111208540,12.177,27682637.660554912
2014-04-23,24860,7220,0.0146,155202744192,11.958,27715970.993888248
2014-04-24,25261,6969,0.0136,161449492762,11.982,27732637.660554912
2014-04-25,28663,8487,0.0146,171137618947,10.832,27774304.32722158
2014-04-26,24316,6950,0.0268,180702976579,10.593,27815970.993888248
2014-04-27,23219,7000,0.00953,203412255284,10.377,27832637.660554912
2014-04-28,27374,7008,0.0152,190870030727,9.986,27874304.32722158
2014-04-29,22090,5703,0.0106,217527385221,10.206,27915970.993888248
2014-04-30,26338,7513,0.0164,233011122365,10.741,27932637.660554912
2014-05-01,21761,5768,0.0114,195241046053,11.051,27974304.32722158
2014-05-02,21206,5513,0.0118,216381521537,10.613,28015970.993888248
2014-05-03,20820,5551,0.0138,226238948080,10.271,28032637.660554912
2014-05-04,20782,5313,0.0189,210361586837,10.26,28065970.993888248
2014-05-05,20546,5593,0.0126,205349852362,10.214,28082637.660554912
2014-05-06,21302,6044,0.0118,203207570946,10.248,28124304.32722158
2014-05-07,21469,5948,0.0165,189935427237,10.427,28165970.993888248
2014-05-08,20440,8313,0.017,190322329470,10.486,28182637.660554912
2014-05-09,21274,5888,0.0194,192433271598,10.531,28215970.993888248
2014-05-10,19008,5808,0.0119,203355650140,10.656,28232637.660554912
2014-05-11,20519,7392,0.0114,202711793297,10.45,28265970.993888248
2014-05-12,19966,6967,0.0146,206039652721,10.345,28282637.660554912
2014-05-13,19619,5768,0.0119,224042899416,10.351,28324304.32722158
2014-05-14,19122,5235,0.0163,214078207806,10.406,28365970.993888248
2014-05-15,20264,5892,0.0143,227473866706,10.537,28382637.660554912
2014-05-16,19359,5365,0.0139,228342846476,10.427,28415970.993888248
2014-05-17,16609,4254,0.00891,229144840509,10.423,28432637.660554912
2014-05-18,16898,4449,0.0129,222722497398,10.399,28474304.32722158
2014-05-19,19626,9499,0.0116,220713715006,10.356,28515970.993888248
2014-05-20,20596,6832,0.014,235142393211,10.611,28532637.660554912
2014-05-21,19857,8105,0.0125,218183366091,10.721,28565970.993888248
2014-05-22,24866,8786,0.0144,216653780019,10.717,28582637.660554912
2014-05-23,24048,7606,0.0153,213792464877,10.857,28615970.993888248
2014-05-24,17354,5383,0.0115,218743528049,9.522,28632637.660554912
2014-05-25,20229,6391,0.0148,229896788600,11.516,28674304.32722158
2014-05-26,20759,6950,0.0122,242393265374,11.602,28715970.993888248
2014-05-27,19627,5757,0.0139,281379152269,11.275,28732637.660554912
2014-05-28,19330,7191,0.0198,243026046736,11.093,28774304.32722158
2014-05-29,18695,5739,0.011,251913688830,10.964,28815970.993888248
2014-05-30,20035,6652,0.0121,281535093517,11.068,28832637.660554912
2014-05-31,17775,5312,0.0143,265184777583,11.108,28865970.993888248
2014-06-01,22071,6249,0.0168,259663506816,11.21,28882637.660554912
2014-06-02,19459,6947,0.0128,265990785976,11.37,28924304.32722158
2014-06-03,17496,6299,0.014,277587984143,11.523,28965970.993888248
2014-06-04,17761,6573,0.0128,290819362415,11.093,28982637.660554912
2014-06-05,18524,6207,0.018,275523418374,11.242,29015970.993888248
2014-06-06,19062,5283,0.0152,292969486175,11.264,29032637.660554912
2014-06-07,19259,4226,0.0165,302410887736,11.162,29074304.32722158
2014-06-08,21631,4467,0.0246,305341886548,11.218,29115970.993888248
2014-06-09,21178,4724,0.0167,337939265231,11.207,29132637.660554912
2014-06-10,19710,4848,0.016,339254982475,11.173,29174304.32722158
2014-06-11,18469,4391,0.0162,280204313789,10.99,29215970.993888248
2014-06-12,19223,4597,0.0172,284430462013,10.64,29232637.660554912
2014-06-13,19268,4304,0.0147,273631416090,10.208,29265970.993888248
2014-06-14,15822,4489,0.0111,294243561355,9.884,29282637.660554912
2014-06-15,14995,4298,0.0153,332362624155,9.668,29315970.993888248
2014-06-16,16387,4788,0.0169,338672106034,9.825,29332637.660554912
2014-06-17,15557,4664,0.0189,333039541095,9.629,29374304.32722158
2014-06-18,24096,4609,0.0301,347631639956,9.643,29415970.993888248
2014-06-19,33371,5810,0.0168,376200791624,9.768,29432637.660554912
2014-06-20,19780,5079,0.0137,389705883638,9.849,29474304.32722158
2014-06-21,13263,3648,0.0115,354845846508,9.742,29515970.993888248
2014-06-22,13489,3883,0.0127,341149648529,9.818,29532637.660554912
2014-06-23,13829,4087,0.0158,369023156749,9.699,29565970.993888248
2014-06-24,14586,4439,0.0113,372549843805,9.614,29582637.660554912
2014-06-25,14697,4034,0.0317,394304244668,9.35,29624304.32722158
2014-06-26,15097,4156,0.0125,384266953838,9.06,29665970.993888248
2014-06-27,14341,4312,0.0102,410162468985,9.135,29682637.660554912
2014-06-28,13314,3782,0.0116,418102297135,9.162,29715970.993888248
2014-06-29,13351,3872,0.0101,438028115807,9.046,29732637.660554912
2014-06-30,15513,5172,0.0322,413929666618,8.909,29774304.32722158
2014-07-01,14829,4829,0.013,437964741915,8.863,29815970.993888248
2014-07-02,17435,5557,0.0129,447204469747,8.116,29832637.660554912
2014-07-03,15385,4378,0.0099,474997594287,8.042,29865970.993888248
2014-07-04,13395,4065,0.00874,480953901965,7.855,29882637.660554912
2014-07-05,14046,4734,0.00939,478501109505,7.214,29924304.32722158
2014-07-06,13320,4362,0.00915,515979894486,7.14,29965970.993888248
2014-07-07,18897,4932,0.0101,521454101855,7.358,29982637.660554912
2014-07-08,19534,4371,0.0116,571996422720,7.669,30024304.32722158
2014-07-09,18187,4297,0.0147,610561068112,7.854,30065970.993888248
2014-07-10,17914,4344,0.00965,588726576301,7.749,30082637.660554912
2014-07-11,17262,4526,0.0121,592795167706,7.898,30124304.32722158
2014-07-12,18189,4989,0.0111,561437199259,8.184,30165970.993888248
2014-07-13,17946,4729,0.0119,604285686631,9.014,30182637.660554912
2014-07-14,17794,5481,0.0138,578828354767,8.703,30215970.993888248
2014-07-15,14584,4828,0.0133,571745798041,8.703,30232637.660554912
2014-07-16,16592,5763,0.0109,607491600303,8.524,30265970.993888248
2014-07-17,17411,6855,0.00899,594815451250,8.504,30282637.660554912
2014-07-18,18026,7110,0.0115,658762698641,8.793,30324304.32722158
2014-07-19,95198,6007,0.378,695096185916,8.773,30365970.993888248
2014-07-20,14051,7463,0.0103,615746254425,8.624,30382637.660554912
2014-07-21,12167,5620,0.00984,609812251324,8.528,30415970.993888248
2014-07-22,13099,6248,0.0108,607197645827,8.618,30432637.660554912
2014-07-23,11796,5709,0.0107,632885580428,8.539,30474304.32722158
2014-07-24,14295,8204,0.00968,663349611952,8.273,30515970.993888248
2014-07-25,13661,6993,0.0085,638692900527,7.755,30532637.660554912
2014-07-26,12925,6718,0.0082,690214655162,7.608,30565970.993888248
2014-07-27,10599,4586,0.00967,692552598458,7.76,30582637.660554912
2014-07-28,10193,4613,0.0185,699089980259,7.643,30624304.32722158
2014-07-29,10481,5564,0.0081,750648408426,7.649,30665970.993888248
2014-07-30,10133,4805,0.00855,701871629338,7.48,30682637.660554912
2014-07-31,10800,5728,0.0109,720051938876,7.379,30715970.993888248
2014-08-01,10455,5490,0.0119,726406430894,7.647,30732637.660554912
2014-08-02,9786,3819,0.00787,690242747448,7.667,30774304.32722158
2014-08-03,9882,3994,0.00982,700243392103,7.509,30815970.993888248
2014-08-04,11105,5076,0.00948,721898628262,7.457,30832637.660554912
2014-08-05,13891,8388,0.00946,711090939214,7.264,30865970.993888248
2014-08-06,14693,8202,0.0273,745654773743,7.177,30882637.660554912
2014-08-07,13544,8276,0.00765,765767420733,7.048,30924304.32722158
2014-08-08,11164,5336,0.00787,848843932014,7.117,30965970.993888248
2014-08-09,10012,3839,0.00953,826070276615,6.955,30982637.660554912
2014-08-10,9591,3900,0.0119,785974563531,6.951,31015970.993888248
2014-08-11,11450,5679,0.0111,804337931205,6.684,31032637.660554912
2014-08-12,12402,6523,0.00716,837576503052,5.665,31074304.32722158
2014-08-13,12822,6606,0.00737,827911972961,5.226,31115970.993888248
2014-08-14,11180,5337,0.00627,839190581803,5.044,31132637.660554912
2014-08-15,10023,4216,0.00692,879331848551,5.102,31165970.993888248
2014-08-16,10031,4283,0.00692,825096949292,5.02,31182637.660554912
2014-08-17,9542,4694,0.00629,836662808834,4.828,31224304.32722158
2014-08-18,11930,5970,0.00843,776879371941,3.988,31265970.993888248
2014-08-19,11384,5319,0.0057,781680560468,4.272,31282637.660554912
2014-08-20,11270,5687,0.00589,772350655777,5.004,31315970.993888248
2014-08-21,11403,4551,0.00882,817538406031,5.889,31332637.660554912
2014-08-22,10301,3832,0.00801,849957341839,5.313,31365970.993888248
2014-08-23,9042,3247,0.00602,851594031517,4.985,31382637.660554912
2014-08-24,9041,3372,0.00634,777532557672,5.416,31424304.32722158
2014-08-25,9183,3418,0.00623,807206912963,5.263,31465970.993888248
2014-08-26,9989,3698,0.00765,805408734048,5.498,31482637.660554912
2014-08-27,9976,3717,0.00885,806222033027,5.578,31515970.993888248
2014-08-28,8379,3164,0.00743,801653856434,5.289,31532637.660554912
2014-08-29,9548,3971,0.00616,814991905533,5.292,31565970.993888248
2014-08-30,8856,3609,0.00722,773243889912,5.23,31582637.660554912
2014-08-31,9642,4027,0.00668,771106075866,5.002,31615970.993888248
2014-09-01,9444,4307,0.00671,784400921094,4.908,31632637.660554912
2014-09-02,9301,4041,0.00549,805817509083,4.749,31674304.32722158
2014-09-03,8962,4170,0.0063,807561672830,4.83,31715970.993888248
2014-09-04,10142,4769,0.00653,765735870114,5.075,31732637.660554912
2014-09-05,9383,3115,0.00995,780814621876,5.057,31765970.993888248
2014-09-06,9246,3603,0.0078,775297600695,4.985,31782637.660554912
2014-09-07,8854,3892,0.00627,848061170644,5.067,31824304.32722158
2014-09-08,8142,2972,0.0066,821651727568,4.996,31865970.993888248
2014-09-09,8641,3510,0.00637,836691810812,4.997,31882637.660554912
2014-09-10,9656,4378,0.00772,788583082437,5.35,31915970.993888248
2014-09-11,10001,3955,0.00762,793597295874,5.366,31932637.660554912
2014-09-12,9348,3646,0.00817,873782431396,5.351,31974304.32722158
2014-09-13,15300,3630,0.00953,925377508096,5.415,32015970.993888248
2014-09-14,9744,3968,0.00932,937581490563,5.427,32032637.660554912
2014-09-15,9912,3857,0.00885,1062183102528,5.292,32074304.32722158
2014-09-16,9030,4107,0.00669,983608827576,5.113,32115970.993888248
2014-09-17,8765,4365,0.00788,983509027210,5.039,32132637.660554912
2014-09-18,9690,3845,0.0102,941608473189,4.904,32165970.993888248
2014-09-19,10415,4231,0.0062,894378326441,4.508,32182637.660554912
2014-09-20,10058,4439,0.00634,901774251506,4.45,32215970.993888248
2014-09-21,9329,4575,0.00467,897510877569,4.256,32232637.660554912
2014-09-22,8580,5174,0.00468,970322346408,4.275,32265970.993888248
2014-09-23,9305,3884,0.00561,930139960864,4.379,32282637.660554912
2014-09-24,9942,3553,0.00608,1027591396256,4.721,32324304.32722158
2014-09-25,8913,3580,0.00568,1081689018297,4.514,32365970.993888248
2014-09-26,9395,3496,0.00681,1041874610523,4.461,32382637.660554912
2014-09-27,9014,3506,0.00508,994027671726,4.446,32424304.32722158
2014-09-28,9413,3614,0.00849,1012596896251,4.349,32465970.993888248
2014-09-29,8730,3421,0.00601,1041099139138,4.255,32482637.660554912
2014-09-30,8737,3042,0.00515,1010709257927,4.337,32515970.993888248
2014-10-01,30503,2524,0.0335,1059434197831,4.446,32532637.660554912
2014-10-02,9436,2342,0.00835,1078306814483,4.373,32565970.993888248
2014-10-03,8826,2472,0.0059,1069195184199,4.255,32582637.660554912
2014-10-04,8976,3304,0.0057,1069979597620,4.047,32624304.32722158
2014-10-05,8749,3507,0.00389,1072071320913,3.708,32665970.993888248
2014-10-06,8460,3309,0.0048,1065634667752,3.725,32682637.660554912
2014-10-07,8749,3782,0.00376,989813008419,3.765,32715970.993888248
2014-10-08,8305,3416,0.00576,968748683834,3.857,32732637.660554912
2014-10-09,9490,3965,0.00506,1011325148315,3.959,32765970.993888248
2014-10-10,8081,3438,0.00613,1064565386333,3.835,32782637.660554912
2014-10-11,8946,3648,0.00405,1073498735757,3.747,32824304.32722158
2014-10-12,7772,3020,0.00422,1055114553772,3.789,32865970.993888248
2014-10-13,8494,3066,0.00526,1052621545979,3.856,32882637.660554912
2014-10-14,10693,5345,0.00424,990318893659,4.085,32915970.993888248
2014-10-15,7810,2594,0.0048,1004775140911,4.043,32932637.660554912
2014-10-16,7799,2750,0.00577,1099291479454,4.014,32974304.32722158
2014-10-17,8186,2579,0.00605,1066799661475,3.978,33015970.993888248
2014-10-18,7874,2627,0.00762,1056541670615,4.03,33032637.660554912
2014-10-19,9507,2625,0.0213,1032875579854,4.007,33065970.993888248
2014-10-20,8186,3006,0.00363,1041799066440,3.929,33082637.660554912
2014-10-21,7618,2502,0.00452,1039201435738,3.931,33115970.993888248
2014-10-22,7647,2430,0.00515,1047254593560,3.894,33132637.660554912
2014-10-23,7367,2802,0.00435,1100120827322,3.768,33174304.32722158
2014-10-24,8360,2694,0.00626,1106496589646,3.726,33215970.993888248
2014-10-25,7341,2548,0.00405,1038371483116,3.668,33232637.660554912
2014-10-26,6515,2153,0.00441,1097536204197,3.709,33265970.993888248
2014-10-27,7585,2991,0.00654,1082144244407,3.797,33282637.660554912
2014-10-28,7220,4016,0.00446,1138674395945,3.833,33324304.32722158
2014-10-29,7382,2769,0.00494,1190536768503,3.773,33365970.993888248
2014-10-30,7150,2498,0.00728,1180537179789,3.753,33382637.660554912
2014-10-31,7470,2589,0.00483,1056690131112,3.775,33415970.993888248
2014-11-01,7297,2863,0.00396,1070205855042,3.59,33432637.660554912
2014-11-02,7177,2404,0.00485,1094758978927,3.577,33465970.993888248
2014-11-03,7014,2364,0.00653,1101736931794,3.61,33482637.660554912
2014-11-04,6951,2248,0.00583,1122042967079,3.594,33524304.32722158
2014-11-05,7678,2605,0.00491,1189029089686,3.652,33565970.993888244
2014-11-06,6872,2393,0.0081,1285633633366,3.651,33582637.660554916
2014-11-07,6369,2446,0.00561,1179041768237,3.612,33615970.993888244
2014-11-08,7449,7350,0.00136,1187453945669,3.552,33632637.660554916
2014-11-09,6966,2763,0.00386,1213545757930,3.571,33674304.32722158
2014-11-10,8351,3622,0.00373,1174524129239,3.672,33715970.993888244
2014-11-11,7135,3047,0.00447,1222782738318,3.68,33732637.660554916
2014-11-12,8439,3881,0.00527,1213611188211,3.806,33765970.993888244
2014-11-13,9470,4561,0.00519,1234607590062,4.094,33782637.660554916
2014-11-14,8555,3574,0.0049,1274938741662,3.957,33824304.32722158
2014-11-15,8648,3311,0.00397,1295405670700,3.909,33865970.993888244
2014-11-16,7724,3336,0.00423,1314861325937,3.891,33882637.660554916
2014-11-17,8043,3409,0.00351,1340774837796,3.942,33915970.993888244
2014-11-18,8242,3050,0.00385,1473050587238,3.808,33932637.660554916
2014-11-19,8067,3325,0.0056,1332626571122,3.778,33974304.32722158
2014-11-20,8914,3433,0.00492,1417314712887,3.672,34015970.993888244
2014-11-21,8278,3345,0.0054,1381473968814,3.53,34032637.660554916
2014-11-22,12029,3306,0.0146,1443232831198,3.546,34065970.993888244
2014-11-23,8091,3177,0.00438,1524020575370,3.547,34082637.660554916
2014-11-24,8791,3318,0.00377,1478973695496,3.628,34124304.32722158
2014-11-25,7800,3346,0.00427,1548768764801,3.615,34165970.993888244
2014-11-26,8247,3404,0.00457,1546160126319,3.556,34182637.660554916
2014-11-27,7282,3004,0.00304,1491186962527,3.562,34215970.993888244
2014-11-28,7869,3047,0.00387,1489995627647,3.55,34232637.660554916
2014-11-29,8883,3263,0.00441,1463168529079,3.601,34274304.32722158
2014-11-30,9110,4216,0.00411,1472359226558,3.585,34315970.993888244
2014-12-01,7906,2913,0.00591,1479781889325,3.573,34332637.660554916
2014-12-02,9794,3472,0.018,1496453084965,3.606,34365970.993888244
2014-12-03,7426,3315,0.0328,1562865957529,3.611,34382637.660554916
2014-12-04,10813,5670,0.0716,1471325884829,3.596,34415970.993888244
2014-12-05,12616,5241,0.0206,1471559619350,3.589,34432637.660554916
2014-12-06,10035,3049,0.00541,1457157800611,3.604,34474304.32722158
2014-12-07,7719,3075,0.00486,1564615015561,3.697,34515970.993888244
2014-12-08,8260,3119,0.0048,1665308742869,3.661,34532637.660554916
2014-12-09,9073,3323,0.00449,1665919036251,3.55,34565970.993888244
2014-12-10,6730,2476,0.0054,1630762369395,3.505,34582637.660554916
2014-12-11,6448,2591,0.00969,1585530877558,3.489,34624304.32722158
2014-12-12,6713,2470,0.0039,1634595078445,3.472,34665970.993888244
2014-12-13,8789,2852,0.0056,1633753673914,3.457,34682637.660554916
2014-12-14,6699,2585,0.00392,1669949289727,3.475,34715970.993888244
2014-12-15,8318,2943,0.0042,1625066332201,3.46,34732637.660554916
2014-12-16,10064,4049,0.00393,1612928734871,3.184,34774304.32722158
2014-12-17,8258,3053,0.00296,1653286583995,2.985,34815970.993888244
2014-12-18,7312,2871,0.00365,1530402342119,2.848,34832637.660554916
2014-12-19,7396,2867,0.0028,1603546691575,2.818,34865970.993888244
2014-12-20,7376,3528,0.00354,1489105661346,2.925,34882637.660554916
2014-12-21,7940,3818,0.00417,1492519388081,2.881,34915970.993888244
2014-12-22,8641,4356,0.00332,1474349492102,2.868,34932637.660554916
2014-12-23,9158,3787,0.00268,1466926442994,2.879,34965970.993888244
2014-12-24,7418,3059,0.0052,1575682913351,2.811,34982637.660554916
2014-12-25,8205,3074,0.00326,1771651075687,2.7,35024304.32722158
2014-12-26,8703,2771,0.00388,1649052150206,2.757,35065970.993888244
2014-12-27,8404,3184,0.00292,1706314284198,2.744,35082637.660554916
2014-12-28,8799,3278,0.00381,1700949808695,2.729,35115970.993888244
2014-12-29,8482,2889,0.0029,1523703867219,2.702,35132637.660554916
2014-12-30,8889,3405,0.00303,1531151326839,2.697,35174304.32722158
2014-12-31,7714,3043,0.00273,1467501213630,2.715,35215970.993888244
2015-01-01,7184,2848,0.00282,1495639433228,2.713,35232637.660554916
2015-01-02,8791,3195,0.0044,1593350108223,2.681,35265970.993888244
2015-01-03,11315,5201,0.00383,1568703406354,2.393,35282637.660554916
2015-01-04,9859,4937,0.0029,1489530677164,2.052,35315970.993888244
2015-01-05,10514,4530,0.00223,1442629409901,2.085,35332637.660554916
2015-01-06,10420,4196,0.00238,1389153397725,2.091,35365970.993888244
2015-01-07,11235,4334,0.00307,1302068890911,2.129,35382637.660554916
2015-01-08,12011,5235,0.00234,1298286932736,2.066,35415970.993888244
2015-01-09,10855,4360,0.00255,1380218366307,1.996,35432637.660554916
2015-01-10,12355,6204,0.00299,1461812732576,1.813,35474304.32722158
2015-01-11,11882,5734,0.00209,1274037630528,1.784,35515970.993888244
2015-01-12,11087,4355,0.0029,1331007196084,1.744,35532637.660554916
2015-01-13,12941,5706,0.00216,1267878660532,1.592,35565970.993888244
2015-01-14,12294,5465,0.00184,1248936144544,1.355,35582637.660554916
2015-01-15,10736,4395,0.00217,1182671552012,1.309,35615970.993888244
2015-01-16,10959,4708,0.00168,1124727275634,1.385,35632637.660554916
2015-01-17,10150,6269,0.00156,1135731438645,1.323,35665970.993888244
2015-01-18,10043,5511,0.00161,1179257767282,1.317,35682637.660554916
2015-01-19,10709,5351,0.00166,1097270237453,1.342,35715970.993888244
2015-01-20,10950,5487,0.00144,1175028253445,1.331,35732637.660554916
2015-01-21,9951,5055,0.00208,1117081260482,1.347,35774304.32722158
2015-01-22,9709,4692,0.0016,1164356328996,1.429,35815970.993888244
2015-01-23,8578,3433,0.00228,1237555635875,1.42,35832637.660554916
2015-01-24,10071,4751,0.00217,1171950148811,1.548,35865970.993888244
2015-01-25,12560,6468,0.00379,1242741857725,2.15,35882637.660554916
2015-01-26,10603,5929,0.0032,1228568205378,2.232,35924304.32722158
2015-01-27,11259,7047,0.00253,1241274983014,2.038,35965970.993888244
2015-01-28,9217,7703,0.00205,1270384029894,2.003,35982637.660554916
2015-01-29,12499,4369,0.00411,1260317861899,1.912,36015970.993888244
2015-01-30,13580,5785,0.00257,1252007959359,1.935,36032637.660554916
2015-01-31,20573,5827,0.00253,1227086420963,1.922,36065970.993888244
2015-02-01,23856,4150,0.00303,1217749279180,1.789,36082637.660554916
2015-02-02,20507,11732,0.00162,1265355169596,1.795,36124304.32722158
2015-02-03,11796,4349,0.00239,1224593886437,1.877,36165970.993888244
2015-02-04,23673,3543,0.00295,1210156748749,1.803,36182637.660554916
2015-02-05,9412,4301,0.0019,1122416795317,1.775,36215970.993888244
2015-02-06,10366,4776,0.00207,1241476654438,1.777,36232637.660554916
2015-02-07,16727,13183,0.000645,1253342046312,1.804,36265970.993888244
2015-02-08,17489,19857,0.000441,1155807446572,1.797,36282637.660554916
2015-02-09,17325,18035,0.00231,1150659149947,1.756,36324304.32722158
2015-02-10,14799,8879,0.00132,1098887168559,1.732,36365970.993888244
2015-02-11,16431,9398,0.000972,1221826939542,1.755,36382637.660554916
2015-02-12,12679,5586,0.00234,1213129404011,1.741,36415970.993888244
2015-02-13,15644,7721,0.00215,1175900842171,1.816,36432637.660554916
2015-02-14,12843,5423,0.00271,1214058310815,1.87,36465970.993888244
2015-02-15,12857,4909,0.00332,1248090178313,1.909,36482637.660554916
2015-02-16,13888,4261,0.00241,1149785316991,1.818,36524304.32722158
2015-02-17,10194,3518,0.00388,1166442621363,1.834,36565970.993888244
2015-02-18,11440,5333,0.00295,1205038352762,1.836,36582637.660554916
2015-02-19,11389,5083,0.00306,1130755907363,1.832,36615970.993888244
2015-02-20,9839,3680,0.00458,1136144815421,1.848,36632637.660554916
2015-02-21,8781,4363,0.00396,1154263934892,1.846,36665970.993888244
2015-02-22,8157,3951,0.00426,1227253827118,1.828,36682637.660554916
2015-02-23,11428,5133,0.0035,1181436930894,1.802,36724304.32722158
2015-02-24,11446,4880,0.00327,1176255493694,1.814,36765970.993888244
2015-02-25,11193,5970,0.00339,1200402798239,1.804,36782637.660554916
2015-02-26,9556,5993,0.00318,1180763134391,1.795,36815970.993888244
2015-02-27,13745,6474,0.0018,1093410596305,1.844,36832637.660554916
2015-02-28,14088,6445,0.00194,1184622342738,1.84,36865970.993888244
2015-03-01,13617,6225,0.00189,1201154455252,1.836,36882637.660554916
2015-03-02,13181,5092,0.00315,1143397139342,1.907,36924304.32722158
2015-03-03,13868,4387,0.00239,1098981985295,1.942,36965970.993888244
2015-03-04,15902,10194,0.00138,1143679952655,1.951,36982637.660554916
2015-03-05,14544,5777,0.00206,1059284072137,1.911,37015970.993888244
2015-03-06,11228,3857,0.00333,1069953568916,1.909,37032637.660554916
2015-03-07,22587,4681,0.00268,1120735809046,1.907,37065970.993888244
2015-03-08,11390,4343,0.00261,1160337643729,1.913,37082637.66055491
2015-03-09,11777,4190,0.00265,1197861181384,1.924,37124304.32722157
2015-03-10,12900,4562,0.0039,1191335711336,2.019,37165970.99388824
2015-03-11,14170,4408,0.00277,1218673754403,2.008,37182637.66055491
2015-03-12,10566,4177,0.00588,1200472886322,2.025,37215970.99388824
2015-03-13,13510,3894,0.00287,1145077929980,2.027,37232637.66055491
2015-03-14,23231,4460,0.00358,1239392767021,1.997,37274304.32722157
2015-03-15,11368,3559,0.00297,1152246538239,2.004,37315970.99388824
2015-03-16,15147,4132,0.0039,1102121627837,2.038,37332637.66055491
2015-03-17,12494,3788,0.00404,1098073416866,2.016,37365970.99388824
2015-03-18,13155,4004,0.00312,990214315722,1.895,37382637.66055491
2015-03-19,11596,4092,0.00247,851169467689,1.756,37415970.99388824
2015-03-20,11466,3800,0.00229,852005580227,1.774,37432637.66055491
2015-03-21,25924,4162,0.00295,1047276516275,1.72,37465970.99388824
2015-03-22,15045,4480,0.00406,1166295666053,1.759,37482637.66055491
2015-03-23,13058,4147,0.00259,1167205166595,1.788,37515970.99388824
2015-03-24,10666,3938,0.00314,1140222173334,1.727,37532637.66055491
2015-03-25,11559,4203,0.00198,1177444070681,1.67,37574304.32722157
2015-03-26,12666,3700,0.00267,1291443999968,1.701,37615970.99388824
