Date,address,daily_trx,trx_fee,hashrate,price,Supply
2013-01-19,1954,794,0.00396,535336273,0.0596,14083256.1969983
2013-01-20,2318,1166,0.00313,526866848,0.0571,14112422.7719983
2013-01-21,1982,704,0.00531,513226818,0.0564,14124922.746998299
2013-01-22,2860,1218,0.00343,518240305,0.0548,14137422.7219983
2013-01-23,3270,1360,0.00336,640510381,0.0575,14174922.5469983
2013-01-24,2937,1348,0.00348,577495181,0.0615,14216588.9969983
2013-01-25,3906,1710,0.00414,576555386,0.0625,14233255.5969983
2013-01-26,2584,1031,0.00265,596662962,0.064,14266588.7969983
2013-01-27,2654,1037,0.0028,560245663,0.0645,14283255.396998301
2013-01-28,3513,940,0.00486,578224084,0.0633,14316588.630331634
2013-01-29,2719,1013,0.00272,541772729,0.0636,14333255.263664968
2013-01-30,2902,1261,0.0048,547330658,0.0647,14366588.4969983
2013-01-31,2704,966,0.00336,552115298,0.0677,14383255.0969983
2013-02-01,2435,855,0.00283,533863943,0.0696,14424921.6969983
2013-02-02,2529,957,0.00445,575504297,0.0686,14466588.363664966
2013-02-03,2487,881,0.00321,587512550,0.0687,14483255.030331634
2013-02-04,2789,1015,0.00349,597221147,0.0699,14516588.363664966
2013-02-05,2526,937,0.00386,601614995,0.0706,14533255.030331634
2013-02-06,2679,1024,0.00347,582020520,0.0708,14574921.496998299
2013-02-07,3176,1411,0.00464,607833467,0.0721,14616587.930331632
2013-02-08,3682,1263,0.00509,604939899,0.076,14633254.563664967
2013-02-09,3773,2008,0.00618,603920176,0.0786,14666587.830331633
2013-02-10,3650,1800,0.00549,579924673,0.0801,14683254.463664968
2013-02-11,3644,2052,0.00548,592776009,0.0806,14716587.75150012
2013-02-12,3009,1221,0.00398,549470253,0.0767,14733254.40600194
2013-02-13,2766,1185,0.00386,461863167,0.0735,14766587.727170426
2013-02-14,3033,1481,0.00543,467666108,0.0751,14783254.393837094
2013-02-15,2960,1367,0.00498,436505709,0.0751,14816587.660337094
2013-02-16,3092,1362,0.00387,399477486,0.0755,14833254.260170426
2013-02-17,3363,1453,0.0032,530122558,0.0749,14874920.51000376
2013-02-18,3874,1800,0.00332,516801205,0.0737,14916586.76000376
2013-02-19,3833,1704,0.00364,586232411,0.0734,14933253.36000376
2013-02-20,3423,1362,0.00644,516690634,0.0692,14966585.426670427
2013-02-21,2935,1125,0.00544,445834615,0.0666,14983250.893337093
2013-02-22,3239,1323,0.00519,459879565,0.0668,15016582.893337093
2013-02-23,4003,2110,0.00546,447281844,0.0662,15033249.426670427
2013-02-24,3332,1530,0.00414,456359179,0.0689,15066582.56000376
2013-02-25,3628,1656,0.00427,469692247,0.0667,15083249.16000376
2013-02-26,3568,1613,0.00608,428827732,0.0661,15116582.026670428
2013-02-27,4708,2547,0.00673,433865749,0.0657,15133248.293337094
2013-02-28,5463,3012,0.00729,460007667,0.0689,15174913.850003712
2013-03-01,4777,2270,0.00509,543903175,0.0737,15216579.64000366
2013-03-02,3837,1777,0.00347,675504766,0.0774,15233246.14000366
2013-03-03,3764,1767,0.00462,707732288,0.0918,15274912.590003662
2013-03-04,5050,2087,0.0108,907158238,0.12,15324912.23821222
2013-03-05,5041,2183,0.0144,889716430,0.157,15374910.23142078
2013-03-06,5343,2565,0.0126,1069585640,0.185,15416574.72642078
2013-03-07,4425,2143,0.0156,1370756944,0.19,15433240.92642078
2013-03-08,4267,2149,0.0172,1047718316,0.207,15474906.62592078
2013-03-09,4399,2064,0.0135,1121224142,0.217,15516572.274521047
2013-03-10,8811,6095,0.027,1336855452,0.277,15533238.423621314
2013-03-11,16161,13253,0.0372,1422291127,0.384,15574904.57272158
2013-03-12,5975,3094,0.0251,1950033711,0.539,15624904.57272158
2013-03-13,6959,3546,0.0301,2270411292,0.655,15674904.57272158
2013-03-14,6950,3575,0.0361,2606198672,0.645,15724904.57272158
2013-03-15,6055,3025,0.0395,3317123555,0.629,15766571.239388246
2013-03-16,5991,3173,0.0354,2669635393,0.618,15783237.906054914
2013-03-17,5920,3017,0.0362,2833053895,0.569,15824904.522721581
2013-03-18,5711,2781,0.0338,3079489686,0.543,15866571.139388246
2013-03-19,5704,2918,0.0373,2611789440,0.513,15883237.806054914
2013-03-20,5471,2879,0.0338,1921026591,0.515,15912404.47272158
2013-03-21,6021,3248,0.0354,1750735958,0.484,15924904.47272158
2013-03-22,4946,2464,0.0325,1386310976,0.464,15937404.47272158
2013-03-23,5980,3241,0.0308,1423613293,0.497,15966571.139388246
2013-03-24,6428,3803,0.0395,2091561913,0.546,15983237.806054914
2013-03-25,8504,4990,0.0364,2516201236,0.566,16024904.47272158
2013-03-26,7445,4285,0.0369,2976228904,0.552,16066571.139388246
2013-03-27,7727,4403,0.0279,2883483414,0.558,16083237.806054914
2013-03-28,7835,4189,0.034,2830869024,0.615,16124904.47272158
2013-03-29,7269,3992,0.0403,2734194723,0.68,16166571.139388246
2013-03-30,8238,4506,0.0455,2706906448,0.738,16183237.806054914
2013-03-31,8608,4503,0.0493,3053921199,0.814,16216571.139388246
2013-04-01,11637,6409,0.0862,3481284073,1.32,16233237.806054914
2013-04-02,17068,9858,0.157,4103434746,2.473,16274866.97272158
2013-04-03,17216,9954,0.232,6067389726,3.756,16324816.97272158
2013-04-04,16470,9878,0.291,6034456990,4.188,16374791.97272158
2013-04-05,16319,9251,0.268,5981780077,3.78,16424779.47272158
2013-04-06,15448,8726,0.243,7186433099,3.256,16466421.139388246
2013-04-07,14822,8271,0.196,5994296877,3.393,16483062.806054914
2013-04-08,18908,10874,0.287,6825971160,4.033,16516346.139388246
2013-04-09,17348,9364,0.315,8302551153,4.559,16532987.806054914
2013-04-10,19928,11432,0.276,8345081087,4.03,16574629.47272158
2013-04-11,18365,10667,0.163,8740210377,2.414,16624616.97272158
2013-04-12,14866,7975,0.139,9768050229,1.999,16666254.47272158
2013-04-13,17200,9968,0.149,8921204272,2.28,16682904.47272158
2013-04-14,15834,8960,0.146,9818197023,2.205,16724529.47272158
2013-04-15,15645,8282,0.156,10668172080,2.303,16766171.139388246
2013-04-16,14880,8093,0.132,10120801584,2.122,16782837.806054913
2013-04-17,15465,8613,0.133,10815395337,1.995,16824491.97272158
2013-04-18,14335,7872,0.146,11580465730,2.219,16866146.13938825
2013-04-19,14486,7782,0.149,10490059762,2.439,16882812.806054913
2013-04-20,12509,6769,0.179,10459121025,2.566,16916146.13938825
2013-04-21,14891,7661,0.148,11266157410,2.542,16932812.806054913
2013-04-22,14698,7727,0.149,11946001470,2.547,16974479.47272158
2013-04-23,14774,8066,0.196,11359223699,2.705,17016146.13938825
2013-04-24,15912,8670,0.197,11626360879,2.969,17032812.806054913
2013-04-25,17730,9248,0.223,12153718117,3.465,17066146.13938825
2013-04-26,15354,7865,0.229,12448572614,3.838,17082812.806054913
2013-04-27,17420,9163,0.241,13027457030,3.983,17124479.47272158
2013-04-28,17216,9174,0.263,13904932982,4.058,17166146.13938825
2013-04-29,18395,9275,0.28,13801307169,4.095,17182812.806054913
2013-04-30,17810,9099,0.357,14065370225,4.106,17224479.462471582
2013-05-01,16991,8990,0.281,14829975271,3.944,17266146.118888248
2013-05-02,15769,8031,0.236,14477966112,3.587,17282812.785554912
2013-05-03,12956,6280,0.192,10658173400,3.215,17316137.785554912
2013-05-04,12377,6168,0.197,9974598276,3.239,17332796.118888248
2013-05-05,12245,5948,0.187,8980215514,3.501,17366112.785554912
2013-05-06,18244,10636,0.241,10596628703,3.444,17382771.118888248
2013-05-07,16710,8712,0.17,13802223356,3.293,17416096.118888248
2013-05-08,16851,9035,0.181,16946653850,3.286,17432762.785554912
2013-05-09,20459,12776,0.242,16689841336,3.279,17474429.45222158
2013-05-10,18054,10503,0.222,17431583893,3.287,17524429.45222158
2013-05-11,14207,7000,0.191,20048825096,3.295,17566096.118888248
2013-05-12,13924,6924,0.176,17457111135,3.232,17582762.785554912
2013-05-13,13620,6596,0.17,18032720314,3.166,17616096.118888248
2013-05-14,14370,7218,0.163,17329734447,2.892,17632762.785554912
2013-05-15,13301,6500,0.151,17564180983,2.669,17674429.45222158
2013-05-16,14608,7434,0.168,17080402201,2.685,17716096.118888248
2013-05-17,13148,6638,0.161,16621480273,2.774,17732762.785554912
2013-05-18,11868,5660,0.158,15985806799,2.972,17766087.785554912
2013-05-19,11892,5590,0.151,16263077573,3.055,17782746.118888248
2013-05-20,13264,6375,0.173,16716435518,3.005,17816071.118888248
2013-05-21,12779,6248,0.171,15985561728,2.958,17832737.785554912
2013-05-22,11279,5319,0.154,14939114530,2.925,17866071.118888248
2013-05-23,12400,5939,0.165,15934374269,2.971,17882737.785554912
2013-05-24,12545,5997,0.177,18087536271,3.028,17924404.41222158
2013-05-25,11082,5080,0.175,19160395915,3.027,17966071.03888825
2013-05-26,11330,5138,0.177,17506691536,3.072,17982737.705554914
2013-05-27,10639,4880,0.153,16364883544,3.079,18016071.03888825
2013-05-28,11265,5115,0.147,17589718076,3.016,18032737.705554914
2013-05-29,10978,5065,0.154,17512201617,2.998,18074404.37222158
2013-05-30,11319,5250,0.162,17898394671,2.952,18116071.03888825
2013-05-31,11152,5100,0.141,18223776266,2.904,18132737.705554914
2013-06-01,9551,4260,0.15,18312955848,2.839,18166071.03888825
2013-06-02,9833,4495,0.134,17380529610,2.737,18182737.705554914
2013-06-03,10093,4544,0.144,17777558706,2.695,18224404.37222158
2013-06-04,10219,4539,0.153,16913723282,2.751,18266071.03888825
2013-06-05,10256,4655,0.169,17173488560,2.816,18282737.705554914
2013-06-06,9974,4544,0.139,17523497726,2.802,18316071.025554914
2013-06-07,10491,4810,0.172,19214941231,2.708,18332737.67888825
2013-06-08,9718,4443,0.143,21100522241,2.616,18374404.332221583
2013-06-09,10867,5104,0.132,18985184460,2.521,18416070.99888825
2013-06-10,11335,5420,0.135,18175347926,2.445,18432737.665554915
2013-06-11,13820,4798,0.151,17879770398,2.414,18466070.99888825
2013-06-12,9981,4529,0.13,19513661617,2.392,18482737.665554915
2013-06-13,10152,4606,0.128,20492250204,2.344,18524404.332221583
2013-06-14,10605,4796,0.114,21907687847,2.229,18566070.99888825
2013-06-15,8433,3496,0.111,19404068832,2.122,18582737.665554915
2013-06-16,8319,3529,0.117,16440749502,2.126,18616070.99888825
2013-06-17,9134,4037,0.122,17983242223,2.205,18632737.665554915
2013-06-18,10244,4325,0.133,19109843428,2.245,18666070.99888825
2013-06-19,10320,4841,0.124,21077397846,2.243,18682737.665554915
2013-06-20,9449,3889,0.0954,22566814104,2.231,18724404.332221583
2013-06-21,11222,4647,0.083,21927225897,2.496,18766070.99888825
2013-06-22,12758,5390,0.081,20309931609,2.755,18782737.665554915
2013-06-23,10445,4360,0.065,22686279366,2.82,18816070.99888825
2013-06-24,10491,4337,0.0688,22899261552,2.801,18832737.665554915
2013-06-25,10327,4255,0.0692,22877410873,2.66,18874404.332221583
2013-06-26,10858,4867,0.0835,23059622838,2.69,18916070.99888825
2013-06-27,11110,4656,0.0776,24436298527,2.778,18932737.665554915
2013-06-28,11050,4217,0.0624,24320616488,2.701,18966070.99888825
2013-06-29,9832,3905,0.0565,24584484746,2.597,18982737.665554915
2013-06-30,9996,3754,0.0613,23296289989,2.691,19024404.332221583
2013-07-01,12893,5367,0.0753,24668882260,2.739,19066070.99888825
2013-07-02,12137,4961,0.043,25822870681,2.711,19082737.665554915
2013-07-03,12911,5444,0.0479,26838122626,2.667,19116070.99888825
2013-07-04,11461,4369,0.0394,25559081800,2.67,19132737.665554915
2013-07-05,10494,4008,0.035,25407583774,2.533,19174404.332221583
2013-07-06,9602,3451,0.0464,23591564186,2.374,19216070.99888825
2013-07-07,10079,4039,0.036,24631756988,2.479,19232737.665554915
2013-07-08,10731,4287,0.0396,27567618735,2.532,19266070.99888825
2013-07-09,11137,4343,0.0417,27682370179,2.478,19282737.665554915
2013-07-10,10710,4198,0.0422,26888557291,2.519,19324404.332221583
2013-07-11,11298,4835,0.0512,25671909165,2.559,19366070.99888825
2013-07-12,10487,4328,0.0692,25479590263,2.574,19382737.665554915
2013-07-13,9771,3749,0.0389,25254445138,2.617,19416070.99888825
2013-07-14,9218,3397,0.0482,24401801499,2.654,19432737.665554915
2013-07-15,10678,4369,0.0562,26951034960,2.713,19466070.99888825
2013-07-16,11205,4634,0.0407,28077375732,2.783,19482737.665554915
2013-07-17,10952,4298,0.0363,27922451442,2.819,19524404.332221583
2013-07-18,10389,3881,0.0541,27273051076,2.751,19566070.99888825
2013-07-19,10019,3883,0.0419,27457500012,2.68,19582737.665554915
2013-07-20,9842,4147,0.0552,24734394984,2.697,19616070.99888825
2013-07-21,9401,3546,0.0465,26155452879,2.696,19632737.665554915
2013-07-22,9712,3723,0.058,24414414966,2.692,19666070.99888825
2013-07-23,10040,3888,0.0451,25563120406,2.692,19682737.665554915
2013-07-24,9666,3590,0.0417,27763637079,2.701,19724391.832221583
2013-07-25,9863,3693,0.0394,26128805990,2.71,19766045.99888825
2013-07-26,8993,3461,0.0302,25581710249,2.7,19782712.665554915
2013-07-27,8748,3438,0.0325,26638521354,2.68,19816045.99888825
2013-07-28,8328,3171,0.0323,24763779557,2.67,19832712.665554915
2013-07-29,9541,3750,0.0374,24977116588,2.674,19866045.99888825
2013-07-30,9380,3641,0.0409,25083910591,2.651,19882712.665554915
2013-07-31,9544,3817,0.0464,23075145026,2.633,19924379.332221583
2013-08-01,9213,3552,0.0359,23105836701,2.638,19966045.99888825
2013-08-02,9390,3742,0.0368,22438501770,2.64,19982712.665554915
2013-08-03,9730,3593,0.0352,23125993543,2.671,20016045.99888825
2013-08-04,9603,4106,0.0446,23005430318,2.692,20032712.665554915
2013-08-05,10335,4316,0.0492,25372908271,2.636,20066045.99888825
2013-08-06,10138,3768,0.0393,25601856453,2.586,20082712.665554915
2013-08-07,11049,4292,0.0521,24815542254,2.561,20124379.332221583
2013-08-08,9761,3875,0.0373,25699556354,2.508,20166045.99888825
2013-08-09,8948,3455,0.0395,24950464715,2.468,20182712.665554915
2013-08-10,9925,4067,0.0578,23960154288,2.38,20216045.99888825
2013-08-11,9323,3518,0.0246,23109063360,2.355,20232712.665554915
2013-08-12,9411,3614,0.0224,26117698983,2.372,20266045.99888825
2013-08-13,9861,3756,0.0246,26822583373,2.363,20282712.665554915
2013-08-14,11153,4036,0.0385,25733256212,2.369,20324379.332221583
2013-08-15,10250,3900,0.0345,25777364631,2.374,20366045.99888825
2013-08-16,8923,3237,0.0237,26591804676,2.399,20382712.665554915
2013-08-17,8444,3001,0.0253,24378598924,2.407,20416045.99888825
2013-08-18,9785,3529,0.0282,24389905887,2.397,20432712.665554915
2013-08-19,9861,3850,0.0269,25522272476,2.374,20466045.99888825
2013-08-20,10494,4167,0.0398,26535345944,2.34,20482712.665554915
2013-08-21,11123,4541,0.0272,27751889767,2.346,20524379.332221583
2013-08-22,9949,3958,0.0191,30458263362,2.382,20566045.99888825
2013-08-23,10087,4089,0.0222,29424577368,2.416,20582712.665554915
2013-08-24,10063,4357,0.0462,29752080034,2.403,20624379.332221583
2013-08-25,10528,3819,0.0356,27694540712,2.366,20666045.99888825
2013-08-26,9859,3466,0.0367,25232633092,2.317,20682712.665554915
2013-08-27,10656,3967,0.0394,25915821888,2.334,20716045.99888825
2013-08-28,9409,3987,0.0286,25835114683,2.379,20732712.665554915
2013-08-29,9111,3649,0.0217,27873053581,2.391,20766045.99888825
2013-08-30,9755,3973,0.0257,29824470046,2.403,20782712.665554915
2013-08-31,9763,3880,0.0207,31833012348,2.384,20824379.332221583
2013-09-01,9265,3765,0.0244,33537189376,2.358,20866045.99888825
2013-09-02,8281,3167,0.0281,29011192793,2.353,20882712.665554915
2013-09-03,8248,3493,0.0247,26217281171,2.362,20916045.99888825
2013-09-04,9605,3797,0.0303,25548579522,2.465,20932712.665554915
2013-09-05,9135,3774,0.0328,28263840093,2.577,20966045.99888825
2013-09-06,9949,4250,0.0248,30914468324,2.585,20982712.665554915
2013-09-07,9430,3865,0.0283,33472523225,2.553,21024379.332221583
2013-09-08,9347,3831,0.0238,31646426230,2.564,21066045.99888825
2013-09-09,7862,2568,0.028,29412919286,2.565,21082712.665554915
2013-09-10,7953,2669,0.0276,26312368495,2.535,21116045.99888825
2013-09-11,7606,2459,0.0299,26710659489,2.509,21132712.665554915
2013-09-12,8133,2756,0.0275,29406752223,2.504,21166045.99888825
2013-09-13,7925,2654,0.14,26993395849,2.485,21182712.665554915
2013-09-14,8068,2758,0.0305,30061961748,2.453,21224379.332221583
2013-09-15,8510,2910,0.0269,32944812699,2.477,21266045.99888825
2013-09-16,8227,2781,0.0254,29961197333,2.488,21282712.665554915
2013-09-17,8197,2655,0.024,32418295001,2.471,21316045.99888825
2013-09-18,7822,2614,0.0233,30438797198,2.456,21332712.665554915
2013-09-19,8046,2744,0.0288,34630606403,2.448,21374379.332221583
2013-09-20,7821,2480,0.029,30475473924,2.39,21416045.99888825
2013-09-21,7055,2259,0.0273,30746360393,2.367,21432712.665554915
2013-09-22,7322,2460,0.0289,30512448748,2.393,21466033.49888825
2013-09-23,9804,3678,0.0401,31943566509,2.379,21482687.665554915
2013-09-24,8440,2895,0.0302,31117266849,2.363,21524341.832221583
2013-09-25,8779,3158,0.0308,33706166010,2.318,21566008.49888825
2013-09-26,8010,2595,0.0291,36301592053,2.29,21582675.165554915
2013-09-27,8063,2693,0.0259,30782701871,2.251,21616008.49888825
2013-09-28,9215,3742,0.0356,32033812001,2.124,21632675.165554915
2013-09-29,7789,2602,0.0274,30439953512,2.063,21666008.49888825
2013-09-30,8054,2777,0.0228,27895596146,2.118,21682675.165554915
2013-10-01,8256,2924,0.0305,30005105381,2.213,21716008.49888825
2013-10-02,8962,3303,0.0376,30197085821,2.028,21732675.165554915
2013-10-03,8818,3609,0.0506,31765826329,1.909,21774341.832221583
2013-10-04,8283,3198,0.0447,30965156102,2.045,21816008.49888825
2013-10-05,8017,3379,0.0744,28536602988,2.021,21832675.165554915
2013-10-06,9574,4311,0.0699,30499426486,2.013,21866008.49888825
2013-10-07,8008,2705,0.025,29628653192,2.023,21882675.165554915
2013-10-08,8574,3324,0.0254,30169783098,1.957,21916008.49888825
2013-10-09,9038,3112,0.0281,29165122235,1.862,21932675.165554915
2013-10-10,10157,3868,0.0297,27461232275,1.869,21974341.832221583
2013-10-11,8250,3099,0.0294,28548811303,1.947,22016008.49888825
2013-10-12,7128,2514,0.0199,27981820446,1.968,22032675.165554915
2013-10-13,7569,2676,0.0188,28957365810,1.98,22066008.49888825
2013-10-14,8337,2938,0.0228,28722598336,1.958,22082675.165554915
2013-10-15,9166,3191,0.0281,30658326811,1.913,22124341.832221583
2013-10-16,10233,3229,0.0401,31030878892,1.844,22166008.49888825
2013-10-17,7525,2463,0.0345,27868205678,1.83,22182675.165554915
2013-10-18,8142,2725,0.0312,29003707068,1.826,22216008.49888825
2013-10-19,9576,2960,0.0449,32020658602,1.736,22232675.165554915
2013-10-20,8801,2586,0.0283,30302868554,1.757,22266008.49888825
2013-10-21,9841,2859,0.037,29003797095,1.693,22282675.165554915
2013-10-22,11505,3079,0.0464,28666947335,1.624,22324341.832221583
2013-10-23,8691,2945,0.0276,27895983123,1.865,22366008.49888825
2013-10-24,9219,3311,0.0264,29422837214,2.046,22382675.165554915
2013-10-25,10429,3851,0.0262,32257598260,2.217,22416008.49888825
2013-10-26,7796,2611,0.0237,30968539527,2.126,22432675.165554915
2013-10-27,8313,2783,0.0191,34355600493,2.084,22474341.832221583
2013-10-28,7907,2746,0.0245,36069244336,2.058,22516008.498888247
2013-10-29,7367,2422,0.0273,32815595946,2.068,22532675.165554915
2013-10-30,8170,2754,0.0274,31878261219,2.134,22566008.498888247
2013-10-31,8880,3172,0.0237,27872780852,2.218,22582675.16555491
2013-11-01,9988,3906,0.0261,29416000186,2.323,22616008.498888247
2013-11-02,8990,3165,0.0333,29791969683,2.459,22632675.16555491
2013-11-03,14182,5633,0.0414,29686068758,2.842,22666008.498888247
2013-11-04,13300,5833,0.0396,32527979376,2.919,22682675.16555491
2013-11-05,12078,4624,0.0403,32167514867,2.944,22724341.83222158
2013-11-06,12737,4860,0.0386,30562017700,3.143,22766008.498888247
2013-11-07,19837,7033,0.0938,32518734289,3.903,22782675.16555491
2013-11-08,17112,6798,0.0945,34327075096,4.304,22824341.83222158
2013-11-09,16641,7176,0.0519,37389213069,4.082,22866008.498888247
2013-11-10,13288,4892,0.0465,38252806772,3.568,22882675.16555491
2013-11-11,13157,4540,0.0619,37415986126,3.669,22916008.498888247
2013-11-12,15320,4385,0.0954,35742767903,3.768,22932675.16555491
2013-11-13,16871,5036,0.11,35281083485,3.967,22974341.83222158
2013-11-14,15765,5258,0.101,35957554633,4.082,23016008.498888247
2013-11-15,15184,6919,0.0676,36323756790,4.132,23032675.16555491
2013-11-16,13533,5942,0.0652,38139373691,4.129,23066008.498888247
2013-11-17,15779,6927,0.0649,39273776940,4.144,23082675.16555491
2013-11-18,28074,11730,0.0967,38882151638,6.342,23124341.83222158
2013-11-19,25710,10338,0.14,41848833621,8.216,23166008.498888247
2013-11-20,21327,8077,0.0826,43748807653,6.662,23182675.16555491
2013-11-21,19709,7905,0.105,42295076348,8.035,23216008.498888247
2013-11-22,20128,7879,0.121,42559826711,8.846,23232675.16555491
2013-11-23,22179,9001,0.125,41211721922,9.656,23274341.83222158
2013-11-24,19831,7526,0.185,47442899865,9.341,23316008.498888247
2013-11-25,22841,8790,0.122,43583396989,10.019,23332675.16555491
2013-11-26,37535,14055,0.247,44901677978,13.977,23366008.498888247
2013-11-27,42273,17147,0.345,43071656062,23.871,23382675.16555491
2013-11-28,48944,19508,0.587,48928485270,40.611,23424341.83222158
2013-11-29,38486,14892,0.492,52261562148,37.22,23466008.498888247
2013-11-30,35671,13739,0.534,50466483447,36.479,23482675.16555491
2013-12-01,37054,13535,0.462,53728535474,32.846,23524341.83222158
2013-12-02,35248,13386,0.37,57841743213,29.599,23566008.498888247
2013-12-03,35202,13046,0.393,60028233407,32.001,23582675.16555491
2013-12-04,39112,14085,0.477,61829596519,38.88,23624341.83222158
2013-12-05,36758,12934,0.456,59771979123,36.07,23666008.498888247
2013-12-06,33406,11231,0.362,68609119381,32.938,23682675.16555491
2013-12-07,33910,11475,0.298,76860189604,24.636,23724341.83222158
2013-12-08,32400,11014,0.279,77640020715,24.698,23766008.498888247
2013-12-09,37785,13532,0.578,83354733474,30.032,23782675.16555491
2013-12-10,39369,13596,0.39,82712581662,33.359,23824341.83222158
2013-12-11,39253,13171,0.388,83052441522,31.671,23866008.498888247
2013-12-12,35621,11929,0.36,88915398011,30.376,23882675.16555491
2013-12-13,36511,10920,0.398,88527269582,30.554,23916008.498888247
2013-12-14,32198,10084,0.317,92531467505,29.732,23932675.16555491
2013-12-15,36189,11836,0.289,89689428227,29.329,23974341.83222158
2013-12-16,42831,14430,0.211,91567502011,27.64,24016008.498888247
2013-12-17,43643,14900,0.167,91632522977,21.984,24032675.16555491
2013-12-18,46211,16321,0.124,97682623413,15.585,24074341.83222158
2013-12-19,38537,13251,0.116,92337641100,16.726,24116008.498888247
2013-12-20,37284,12559,0.141,84762795455,19.142,24132675.16555491
2013-12-21,31054,9763,0.0974,85875761084,16.356,24166008.498888247
2013-12-22,30055,8952,0.09,81795483753,16.792,24182675.16555491
2013-12-23,30822,9782,0.0949,79211242532,16.995,24216008.498888247
2013-12-24,31174,9829,0.0956,81933996921,17.127,24232675.16555491
2013-12-25,34703,11207,0.0905,79940371747,18.718,24266008.498888247
2013-12-26,38254,12703,0.297,82728682347,23.414,24282675.16555491
2013-12-27,35195,11120,0.124,89095664242,22.709,24324341.83222158
2013-12-28,32088,9633,0.104,92658027577,22.129,24366008.498888247
2013-12-29,31595,9545,0.0897,91398935156,22.321,24382675.16555491
2013-12-30,36992,11600,0.094,92235249833,23.508,24416008.498888247
2013-12-31,30385,8920,0.101,91918219047,23.501,24432675.16555491
2014-01-01,30293,9369,0.0845,92285183735,23.682,24474341.83222158
2014-01-02,35401,11705,0.0861,89901921987,24.029,24516008.498888247
2014-01-03,36897,11829,0.0846,90895430232,24.152,24532675.16555491
2014-01-04,33949,10534,0.0805,97566822761,24.011,24566008.498888247
2014-01-05,36581,11825,0.0798,99383367292,24.718,24582675.16555491
2014-01-06,46506,15887,0.0974,107363663463,27.97,24624341.83222158
2014-01-07,38351,12554,0.0834,106903469705,26.925,24666008.498888247
2014-01-08,38192,11771,0.0779,111058978362,23.455,24682675.16555491
2014-01-09,34112,10459,0.0576,124068509091,23.687,24716008.498888247
2014-01-10,32820,9272,0.0648,112457719027,23.525,24732675.16555491
2014-01-11,35840,11062,0.0622,113012696956,25.372,24774323.08222158
2014-01-12,31973,9350,0.0659,110605675367,24.888,24815970.998888247
2014-01-13,32604,9953,0.0681,115397705652,22.851,24832637.66555491
2014-01-14,32367,9473,0.0635,107064191019,23.823,24865970.998888247
2014-01-15,34097,10505,0.0485,111954506498,24.453,24882637.66555491
2014-01-16,32327,9407,0.075,115265108590,24.414,24924304.33222158
2014-01-17,30756,8946,0.0523,109526035574,23.299,24965970.998888247
2014-01-18,32066,9339,0.0451,123816104751,23.365,24982637.66555491
2014-01-19,33456,10054,0.0455,118600100987,23.878,25015970.998888247
2014-01-20,37974,11501,0.0598,110255132636,24.134,25032637.66555491
2014-01-21,38208,12161,0.0668,100820754468,23.919,25065970.998888247
2014-01-22,36079,11547,0.0601,77396525054,23.3,25082637.66555491
2014-01-23,35277,11547,0.0604,68808802671,22.512,25115970.998888247
2014-01-24,38262,13606,0.0482,72434496818,20.244,25132637.66555491
2014-01-25,34978,11695,0.0433,74090325222,20.929,25161804.33222158
2014-01-26,38220,12446,0.0466,70917694787,21.776,25174304.33222158
2014-01-27,38836,13340,0.0448,64484776188,21.55,25186804.33222158
2014-01-28,38525,13026,0.0399,67369836269,20.097,25224304.33222158
2014-01-29,38635,12603,0.0372,92065996394,20.869,25265970.998888247
2014-01-30,36542,12250,0.0379,97775523009,20.636,25282637.66555491
2014-01-31,33406,10534,0.0376,103086703364,21.134,25324304.33222158
2014-02-01,33149,11079,0.0402,80032646447,21.231,25365970.998888247
2014-02-02,33973,10541,0.045,79241074065,21.974,25382637.66555491
2014-02-03,35553,10556,0.0481,81454133814,21.46,25415970.998888247
2014-02-04,39399,12947,0.0412,85362133422,20.391,25432637.66555491
2014-02-05,39541,13055,0.0401,102626326104,20.975,25465970.998888247
2014-02-06,35617,12048,0.0356,102988548752,19.893,25482637.66555491
2014-02-07,35094,10990,0.0455,94726171549,18.893,25524304.33222158
2014-02-08,32614,10544,0.0328,84719951760,18.589,25565970.998888247
2014-02-09,32905,10620,0.0298,76972710736,18.17,25582637.66555491
2014-02-10,34768,11734,0.0462,75508456345,17.58,25611804.33222158
2014-02-11,36719,11840,0.059,61402777680,17.747,25624304.33222158
2014-02-12,40810,11642,0.0374,75316020347,17.031,25636804.33222158
2014-02-13,36356,11901,0.0287,71549252242,16.268,25674304.33222158
2014-02-14,36000,11543,0.0322,77690650340,15.309,25715970.998888247
2014-02-15,33174,9968,0.0287,89367601832,16.041,25732637.66555491
2014-02-16,34040,11487,0.0273,92393287711,15.436,25774304.33222158
2014-02-17,33412,11035,0.0246,95860074783,15.484,25815970.998888247
2014-02-18,30964,10026,0.0245,89386676313,15.5,25832637.66555491
2014-02-19,31213,9717,0.0291,78067978580,15.461,25865970.998888247
2014-02-20,31699,10517,0.0258,83692117359,14.846,25882637.66555491
2014-02-21,32153,10449,0.0258,85792646334,13.823,25915970.998888247
2014-02-22,32853,10159,0.0211,88978807687,14.039,25932637.66555491
2014-02-23,35259,11315,0.0273,93555718102,15.395,25974304.33222158
2014-02-24,31957,10532,0.0225,99453137949,14.732,26015970.998888247
2014-02-25,42831,11584,0.0306,98903791275,13.065,26032637.66555491
