Timestamp,Hashrate,Addresses,Supply,Trx_Fee,Trx/Day
9/15/2016,5538.7187,593560,84011528.46875,36226955150982022702,52622
9/16/2016,5504.7355,595415,84043767.53125,46932013647152291139,57532
9/17/2016,5705.4374,597259,84075922.53125,35281318150284198201,46882
9/18/2016,5038.1328,598924,84105496.43750,29645262398345081186,37893
9/19/2016,5155.0804,599907,84139773.31250,27617377710510909061,40505
9/20/2016,5747.8625,602298,84172265.81250,32825567598931267501,54067
9/21/2016,5918.6443,605237,84204349.56250,30172186063844163509,44549
9/22/2016,5443.3590,606968,84235955.18750,63146131938337513001,52657
9/23/2016,5966.6603,608507,84270235.18750,49030931372571524370,35219
9/24/2016,5995.2836,610118,84303560.03125,71029474725981245269,43418
9/25/2016,6227.8531,612211,84337950.50000,67140201093604435874,38713
9/26/2016,5867.8083,613935,84370081.28125,115639205560856530734,43514
9/27/2016,6199.3892,615620,84405365.65625,98540752097509906085,46817
9/29/2016,6382.9672,618271,84437679.09375,41279258006037078590,40416
9/28/2016,6242.7931,620099,84470082.53125,68132691127373095818,42797
9/30/2016,6211.6467,622544,84501705.81250,40259026793623915521,35836
10/1/2016,6435.5312,624508,84536184.40625,91389499897984898825,53076
10/2/2016,6609.1126,627061,84571945.18750,87475216665960308812,51105
10/3/2016,6480.4953,629658,84605219.71875,65927532636905010582,47672
10/4/2016,6618.6976,653826,84637271.12500,85367792949644448074,56662
10/5/2016,6594.0094,656302,84670352.68750,64165744488147136203,41719
10/6/2016,6644.5921,659011,84703194.56250,50258108900544569513,36826
10/7/2016,6417.1224,661379,84739746.43750,53569770251353219787,43708
10/8/2016,6698.4587,664537,84775841.12500,56380561903481824862,37690
10/9/2016,6812.7671,667329,84809266.75000,60023570060568614264,43940
10/10/2016,6857.1214,686320,84842397.68750,54636689680294807760,44940
10/11/2016,6937.1736,692167,84874877.21875,39198654612373600556,41053
10/12/2016,6700.3711,700440,84907969.87500,44186463139076410933,30002
10/13/2016,6965.8669,716073,84942796.12500,112658501136159021865,32244
10/14/2016,7226.2037,728429,84975709.87500,75246620265021985030,42006
10/15/2016,7301.6059,731881,85007917.06250,69082723000072803643,33662
10/16/2016,7491.1701,736985,85040847.37500,66997100411559823459,34990
10/17/2016,7121.9336,741716,85073225.18750,71539503368285341607,38136
10/18/2016,7396.8799,746368,85106545.50000,96863274723574532209,51898
10/19/2016,7431.3973,747915,85139695.18750,92764121622822552786,38497
10/20/2016,7670.9150,749504,85174224.25000,54944965621889102239,43438
10/21/2016,7757.4499,751013,85206351.12500,41964566912987050529,57780
10/22/2016,7767.7022,752751,85238053.78125,27659672600377352118,37772
10/23/2016,7558.2757,754105,85269385.65625,26363036841796786687,35364
10/24/2016,7712.7627,755748,85301447.53125,48590630046022500452,52547
10/25/2016,7817.4541,758849,85333112.06250,43196156298486067810,47610
10/26/2016,7897.5795,760844,85365068.93750,35289184982693484187,45158
10/27/2016,7754.9282,762714,85396513.93750,33344290945122729147,44353
10/28/2016,7447.6341,765038,85427593.00000,35892081342196328565,41522
10/29/2016,5933.8419,766865,85457222.53125,31122481768926020316,40011
10/30/2016,5768.4023,768687,85489183.00000,30591477670535070877,39435
10/31/2016,6170.1936,770540,85521204.25000,33414825530357852866,45031
11/1/2016,5264.4502,772838,85551702.68750,41192685889813888271,49025
11/2/2016,4743.8178,777832,85582844.71875,29197535737174571549,43519
11/3/2016,4528.1677,779820,85614060.65625,29703140267934439857,42346
11/4/2016,4164.5726,781449,85644984.25000,21701363740615475318,32572
11/5/2016,3926.9146,782988,85676408.78125,24598063675717145303,37690
11/6/2016,3870.5255,784678,85708208.93750,23282718881160964652,34391
11/7/2016,4601.8022,786489,85741468.00000,29029823132227692855,41941
11/8/2016,5126.5784,788550,85773795.18750,31468343128774329074,41569
11/9/2016,5000.3960,791024,85804797.53125,34985425585907514812,40517
11/10/2016,4596.5170,793001,85836008.31250,35377435568150123235,40164
11/11/2016,4470.7243,795241,85867347.68750,44235781586002046695,41070
11/12/2016,4555.8730,797064,85899297.68750,30717758394736034091,40882
11/13/2016,4937.1280,799460,85931721.90625,33926470962063717910,43673
11/15/2016,5155.4629,801577,85963158.93750,37027398102218795216,45330
11/14/2016,5122.3997,803432,85995043.15625,38314562568488063803,43876
11/16/2016,5050.1138,805304,86026624.56250,34924240184009535107,41684
11/17/2016,4838.0854,807112,86057433.15625,30428800013697696775,40738
11/18/2016,5193.5489,809162,86090533.93750,34701169488084363494,43785
11/19/2016,5480.2832,810733,86122865.03125,27900216826074273207,39289
11/20/2016,5987.5706,812403,86155325.18750,32596468833022052914,42125
11/21/2016,6324.9229,814569,86187136.75000,35251511680659518560,42735
11/22/2016,5955.0846,816176,86218314.25000,38094845805446734644,53585
11/23/2016,5908.0341,817840,86250939.87500,82229077971292274143,64289
11/24/2016,5287.2911,819485,86283337.53125,58893292411189924047,36861
11/25/2016,5301.8374,840006,86316772.37500,59809748043842700329,58075
11/26/2016,5364.8074,843172,86349268.31250,72598881230528793896,40804
11/27/2016,5348.1061,845997,86382979.40625,114916050187407607170,44449
11/28/2016,5544.2870,847709,86416919.25000,122219275573189667981,48388
11/29/2016,5456.1270,849474,86449890.34375,101589444818714041758,47036
11/30/2016,5209.9548,851332,86481730.34375,35319840146868767397,39178
12/1/2016,5268.3704,852988,86513478.62500,27223136520090244551,37121
12/2/2016,5341.6121,856233,86545275.03125,28081757219806350656,41642
12/3/2016,5614.5189,862630,86577391.43750,25910085196639703203,41357
12/4/2016,5551.9253,868190,86608563.93750,26259067852262250200,39643
12/5/2016,5409.3217,874903,86639798.62500,31260227778687816479,41613
12/6/2016,5367.7479,877485,86671774.25000,34724190362202270091,48200
12/7/2016,5496.8057,879373,86703484.87500,34986830893400990279,41757
12/8/2016,5783.3873,881066,86735578.93750,792488980472847617318,39587
12/9/2016,5914.8346,882875,86767239.56250,31427944831704979055,41444
12/10/2016,6040.1544,886258,86798915.96875,29027316459710687448,40564
12/11/2016,6204.0200,888937,86830698.00000,36802824752362151712,39164
12/12/2016,5975.0517,890669,86862037.37500,31236666299979217642,38741
12/13/2016,6168.7280,892266,86893847.37500,30964451383760047750,44664
12/14/2016,6132.4685,895504,86925697.84375,34886653378922419663,47294
12/15/2016,6097.3583,899270,86957065.65625,34427867607164909959,46102
12/16/2016,6290.8766,901155,86988822.06250,30594388154557096390,43953
12/17/2016,6370.3847,904251,87020784.40625,32801700786191403698,39442
12/18/2016,6594.1816,906316,87052676.90625,27723246559895049134,36640
12/19/2016,6588.4056,908427,87084147.37500,36451357768973606076,45599
12/20/2016,6748.3212,910765,87115816.28125,43901597465334609193,44241
12/21/2016,6696.8063,912667,87147409.25000,54747365402673830874,50793
12/22/2016,6475.3330,921440,87178483.31250,38844405597480919257,55173
12/23/2016,6022.6423,925590,87209600.65625,29673669189633578030,44391
12/24/2016,5671.6635,927358,87240927.53125,25817525349092126220,37757
12/25/2016,5939.9539,928670,87272935.96875,24217901540017729787,36601
12/26/2016,6147.6001,930087,87304580.65625,23120413010232811283,34565
12/27/2016,5943.6228,931796,87335807.21875,36398134576455099831,42370
12/28/2016,5906.9011,933815,87367378.62500,31575304426588826066,43386
12/29/2016,5885.5378,936427,87399197.37500,40700293206458891043,46546
12/30/2016,5892.7281,938850,87430878.93750,44810910765726428450,44561
12/31/2016,5957.5536,941811,87462107.06250,28598800805711720561,41220
1/1/2017,5962.5576,943417,87493855.34375,25262224854177027598,38730
1/2/2017,5979.9360,945665,87525386.12500,28118341055529409329,39652
1/3/2017,5984.9265,948326,87556909.40625,40245343098687603577,45883
1/4/2017,6603.4409,951853,87589008.93750,39504583436605983867,50673
1/5/2017,6748.8433,955172,87620825.96875,34857577903488731517,49596
1/6/2017,6783.5835,958484,87652185.50000,31319076402295599237,43804
1/7/2017,7025.7055,961114,87684080.50000,30184494073781288105,43622
1/8/2017,7052.8143,963314,87715764.87500,33024227832090476133,42727
1/9/2017,7281.1030,965736,87747515.18750,35919169690070732630,46188
1/10/2017,7283.0151,968054,87778864.56250,38709404013881217984,48179
1/11/2017,7356.4905,970329,87810387.53125,34634134307247943159,45221
1/12/2017,7432.2530,973959,87841944.25000,37083060660754731459,50589
1/13/2017,7568.8324,977582,87873674.56250,35782731983713529211,50833
1/14/2017,7587.9426,981025,87905152.68750,28739323359416135537,42044
1/15/2017,7741.9086,983455,87936854.71875,29981494275967727621,41748
1/16/2017,7735.3142,985864,87968395.03125,32523713407245292661,45375
1/17/2017,7657.6882,988571,87999691.12500,39422370215030625331,46671
1/18/2017,7592.5237,991171,88031299.09375,33984213641577643843,44994
1/19/2017,8114.4421,993689,88063420.18750,31295282022109784175,43628
1/20/2017,7838.6452,996812,88094541.28125,33647780082062600001,45775
1/21/2017,8044.0736,999192,88126065.03125,30663926862289090681,43302
1/22/2017,8083.9775,1001830,88157642.84375,35768655611072718609,47432
1/23/2017,8232.8818,1004532,88189141.28125,35018861180104653007,46076
1/24/2017,8124.3364,1006944,88220561.75000,41164260408630843732,50414
1/25/2017,8145.8979,1009369,88251985.34375,37756706335768864167,46256
1/26/2017,8367.5758,1012519,88283770.03125,36459947636460863024,46856
1/27/2017,8244.2883,1014907,88314884.87500,35349428697352599603,46680
1/28/2017,8279.3794,1017588,88346412.84375,33345009009816923628,45189
1/29/2017,8111.2062,1019716,88377545.96875,30618545932158397468,42509
1/30/2017,8348.0885,1022347,88409461.28125,32792538455809677597,45369
1/31/2017,8339.1200,1024108,88440875.18750,32009038231765586338,43649
2/1/2017,8226.0029,1026094,88472207.37500,38115541106272603500,44541
2/2/2017,8407.2648,1028070,88503622.21875,35459397355305276751,43709
2/3/2017,8271.9789,1029880,88534895.50000,34059355115180443983,42778
2/4/2017,8427.7058,1032097,88566656.28125,32971661726655976851,45410
2/5/2017,8773.2937,1033882,88598257.84375,34840821328830373260,46542
2/6/2017,8877.6557,1035599,88629881.43750,35865613624237052074,47306
2/7/2017,8865.7805,1037811,88661372.84375,46068715002669749283,51866
2/8/2017,8981.8497,1040358,88693080.81250,43713741651080893871,51089
2/9/2017,8947.4759,1042268,88724508.00000,40681621672173072888,47873
2/10/2017,9217.8017,1044332,88756004.40625,46219403549474186041,52222
2/11/2017,9275.2906,1046267,88787594.25000,38495933170703538976,46560
2/12/2017,9392.2664,1048901,88819163.93750,40336776565119468871,45319
2/13/2017,9522.8756,1051104,88850898.00000,61463154387193417895,55990
2/14/2017,9629.3742,1053923,88882368.93750,49832184354236298948,58298
2/15/2017,9674.3440,1056702,88914090.34375,90527761018230749079,55320
2/16/2017,9633.6869,1058825,88945630.18750,39211240292990605995,49674
2/17/2017,9813.8180,1060926,88976958.00000,38846674057194586175,49406
2/18/2017,9910.4307,1063883,89008169.71875,44652698925798150014,49398
2/19/2017,10076.9868,1065920,89039436.90625,36312674289665711573,48227
2/20/2017,10118.1204,1068400,89070824.71875,41034467994638957453,50152
2/21/2017,10342.9777,1071424,89102241.59375,54865479665312910682,58434
2/22/2017,10225.6880,1073757,89133228.93750,50954347613888516246,50372
2/23/2017,10249.8892,1076071,89164458.46875,43352493041966410892,47601
2/24/2017,10300.8070,1078758,89195722.06250,41339238137770578395,54081
2/25/2017,10613.2667,1081093,89227275.96875,44662422324251088181,53245
2/26/2017,11038.1733,1083604,89259096.12500,39379004377985995785,51716
2/27/2017,11078.6475,1086792,89290342.53125,45027386000703138046,52642
2/28/2017,11579.1160,1091303,89322198.62500,50962691423419127550,60277
3/1/2017,11193.1403,1098329,89353343.46875,54942971648871974051,59774
3/2/2017,11369.6535,1104821,89384974.40625,54862694242966990698,70779
3/3/2017,11791.9899,1111646,89416273.31250,46403122802155148932,64294
3/4/2017,11641.3951,1115958,89447445.96875,42519420519271363084,58756
3/5/2017,12169.6377,1120047,89479007.84375,43438703490226225108,57031
3/6/2017,12202.0077,1124705,89510160.96875,41351692018480516903,57020
3/7/2017,12126.1529,1128534,89541229.71875,43802708615888367828,62589
3/8/2017,12566.0974,1132810,89572555.65625,40317484090895007739,55386
3/9/2017,12593.1903,1139420,89603365.18750,49768597101768192862,64266
3/10/2017,12622.6645,1145555,89634392.21875,55572756428245646413,65132
3/11/2017,12870.7578,1151496,89665627.68750,47961429061199038755,64803
3/12/2017,12911.1921,1158864,89696477.21875,48529026723026003793,66646
3/13/2017,13434.1504,1170758,89728090.96875,76362749610958856557,81718
3/14/2017,13255.2329,1180408,89759305.81250,74822605774397316786,77155
3/15/2017,13628.7396,1190919,89790683.46875,64307989531205615973,81205
3/16/2017,13794.9629,1208579,89822111.43750,85398885983425859306,109950
3/17/2017,14518.7852,1224321,89853953.31250,88966202597589970086,106635
3/18/2017,14696.5419,1236276,89885435.65625,60519844564429769441,89920
3/19/2017,13915.1809,1244923,89916430.18750,57003510352675362135,84599
3/20/2017,14863.3155,1254137,89948100.50000,56949211838891853751,80264
3/21/2017,14561.0448,1264243,89979116.90625,64218718934215860189,84298
3/22/2017,14914.7357,1272509,90010489.25000,60196470444093515961,78821
3/23/2017,15425.4361,1280501,90041470.18750,60999082037629553742,82434
3/24/2017,15334.1063,1291931,90072311.12500,73289017898363959002,87775
3/25/2017,15439.4585,1301464,90103373.93750,58092453009488053955,84394
3/26/2017,16219.4936,1308803,90134549.40625,58104728576066337737,79534
3/27/2017,16894.3097,1320623,90165551.59375,77739246066675336706,94570
3/28/2017,16458.9570,1329617,90196107.06250,63882073242730655832,84348
3/29/2017,17141.8230,1338529,90227375.34375,69324984414454722873,93064
3/30/2017,17183.9723,1352837,90258195.18750,71105132156761807056,96209
3/31/2017,17643.5302,1367188,90289403.46875,77400676527541184983,103102
4/1/2017,17342.0731,1374894,90320254.40625,57222881358614525490,80572
4/2/2017,17320.8014,1385185,90350695.18750,66267082119486013587,88948
4/3/2017,16564.8723,1398126,90381881.43750,74784457554753285736,100221
4/4/2017,17593.0096,1408346,90412936.75000,64979850017955125453,86279
4/5/2017,18094.6996,1418641,90444172.06250,68312686048585142155,87411
4/6/2017,17967.3505,1432417,90474896.43750,73388622888901059024,95177
4/7/2017,18253.0325,1440597,90505970.96875,72418987716162087042,92846
4/8/2017,18340.2159,1447313,90536886.59375,52327124252717605323,72144
4/9/2017,18009.4232,1453300,90567128.62500,56805678809269509863,74557
4/10/2017,18072.1973,1460327,90597165.81250,63038607924159119657,75487
4/11/2017,18671.3934,1466464,90627616.28125,58915272174260117298,75891
4/12/2017,18555.8787,1476683,90657833.31250,80688959257184656719,80347
4/13/2017,18205.0740,1485120,90688173.15625,61658463320247919047,84124
4/14/2017,19833.8120,1492214,90719162.84375,62896440047970441193,81155
4/15/2017,19260.1407,1498803,90749160.96875,57805251362189566336,74820
4/16/2017,19591.7831,1503386,90779668.15625,55117695420304876232,70634
4/17/2017,19889.9768,1509763,90810315.65625,60473297243117476294,72546
4/18/2017,20302.3049,1518090,90840832.37500,73744781757982656265,83303
4/19/2017,20078.8856,1526805,90870444.56250,78396484540516482973,85734
4/20/2017,20288.8866,1536829,90900866.75000,71792773958471132024,85450
4/21/2017,20805.2888,1548026,90931344.09375,92197365095748269520,81278
4/22/2017,20900.9580,1555797,90961334.40625,74920144056745952813,73539
4/23/2017,21389.0055,1562427,90991825.65625,65089201817934168547,77073
4/24/2017,20664.8066,1572073,91021611.12500,72979824474233559010,80531
4/25/2017,21582.4498,1580035,91052368.93750,78574204734149950966,93033
4/26/2017,21292.6240,1596565,91081701.12500,74789723863146608844,89642
4/27/2017,21617.4059,1612349,91111031.12500,87312690911798304949,104494
4/28/2017,22951.0371,1624667,91140713.15625,79205968406814731565,106193
4/29/2017,23467.3816,1635440,91169930.81250,70202685796309630265,91335
4/30/2017,22938.2706,1647543,91199299.40625,78958630274409938318,95202
5/1/2017,23205.2792,1663543,91228656.90625,105538214140902750468,112202
5/2/2017,23246.7388,1678680,91258093.31250,112734602650155709983,110354
5/3/2017,23614.2464,1690254,91287645.96875,77313506087378257935,97334
5/4/2017,23265.2011,1708629,91317072.53125,92430339962188899806,114877
5/5/2017,24468.9937,1724130,91346771.43750,84353306060947063710,108514
5/6/2017,24415.8585,1739516,91376474.87500,84364146387450405940,95014
5/7/2017,24862.0244,1758488,91406355.03125,105733505802463497814,106631
5/8/2017,24481.3196,1777158,91435780.96875,95605963950497591848,117509
5/9/2017,25606.8006,1797526,91465535.96875,106666628386381183286,112933
5/10/2017,25352.2733,1817872,91495150.81250,104904536928794946472,109673
5/11/2017,25792.7606,1837631,91524885.34375,109393380226517345851,117189
5/12/2017,26696.7857,1853657,91554775.03125,109060373521814527007,107241
5/13/2017,26056.3076,1867571,91584028.31250,106923588255083534319,101332
5/14/2017,26882.1696,1881351,91612245.81250,106379136617490085093,101348
5/15/2017,27814.0407,1899209,91640708.15625,132123398807998424151,122792
5/16/2017,28230.1110,1919681,91669426.12500,137143767603647301057,116341
5/17/2017,26762.9284,1942480,91697325.03125,220219437190223988726,140135
5/18/2017,27740.2141,1964727,91725805.81250,158498593266697334285,137409
5/19/2017,28816.6360,1993428,91754187.06250,173985855405999463465,161568
5/20/2017,29609.4667,2017264,91782839.09375,155579769682160511631,130912
5/21/2017,30501.1451,2041878,91811493.15625,160523136917678237399,149699
5/22/2017,31382.7051,2074888,91840262.37500,182632419995022108562,176255
5/23/2017,30236.4543,2119587,91868838.46875,253728642190640668685,187121
5/24/2017,30975.7050,2162097,91897482.84375,272090679309924862059,187293
5/25/2017,31139.2104,2201139,91926318.00000,218689885039393860274,183010
5/26/2017,31197.0515,2235403,91955285.50000,206055826499096970874,169818
5/27/2017,32153.7231,2262189,91984057.21875,182127259991398239639,149450
5/28/2017,31940.9693,2288310,92012880.50000,192525514182495551341,155271
5/29/2017,34015.7294,2316858,92042417.84375,192624558129615715068,158547
5/30/2017,36263.7391,2360680,92072237.21875,319925871867210022750,193618
5/31/2017,35309.9381,2406002,92100985.65625,634072177123384502093,214126
6/1/2017,37244.2449,2445012,92129055.03125,253293470844350260748,199160
6/2/2017,36298.9273,2486438,92155875.65625,291597841473762166465,194911
6/3/2017,37390.2818,2521601,92183405.81250,228134695773493974263,175666
6/4/2017,38378.7011,2557692,92210634.56250,255713870927989048711,180136
6/5/2017,39283.0384,2595526,92238426.90625,219924346992173009813,190305
6/6/2017,39838.9042,2638490,92265908.15625,265075762618001554521,200523
6/7/2017,41466.1245,2682778,92293678.93750,277963468698831539697,207180
6/8/2017,41827.9352,2720240,92321310.18750,239515279974747434988,187700
6/9/2017,41762.2012,2760852,92348960.18750,250508480829359775358,215831
6/10/2017,43934.2690,2804195,92377118.93750,214559641123816452160,213356
6/11/2017,45025.9063,2859713,92405045.65625,313877609552976256933,240490
6/12/2017,44971.3450,2919025,92433146.28125,512809391033716073550,292941
6/13/2017,46524.8904,2978427,92461422.37500,294642099271720738321,280054
6/14/2017,47653.2451,3031828,92489691.12500,254758374393436684501,250410
6/15/2017,48524.7456,3084273,92517889.87500,279620592390911684615,261617
6/16/2017,49363.4715,3132387,92546260.81250,257508486546679467390,248003
6/17/2017,50988.9850,3178828,92574559.87500,238660364103388231832,242022
6/18/2017,51996.5122,3231660,92603147.37500,251896899621616344850,245957
6/19/2017,52568.3389,3292231,92631780.34375,283021105675980854778,286209
6/20/2017,53605.3273,3354447,92658489.71875,720031462996840104983,308488
6/21/2017,54107.9740,3386889,92684640.50000,913388218754612942675,221289
6/22/2017,54738.2538,3442987,92711173.78125,684943045550363347105,284225
6/23/2017,54340.7602,3499011,92737276.28125,469929450422587102564,276012
6/24/2017,55696.7824,3549828,92763771.28125,640185604612802012156,250570
6/25/2017,56394.2575,3593921,92790154.40625,411721489721116955158,231135
6/26/2017,58414.4698,3646944,92816853.46875,875310976343044060183,316788
6/27/2017,58319.7387,3688934,92843435.81250,332032513046042621107,252995
6/28/2017,59928.6376,3739249,92870078.46875,773236091502308226955,274241
6/29/2017,61553.5382,3787958,92897087.37500,466282393834281680729,263791
6/30/2017,61650.5709,3835524,92923943.62500,352344502266064800220,252652
7/1/2017,62556.7775,3871530,92950626.75000,315744643169712880512,240465
7/2/2017,63113.6089,3905337,92977339.09375,317468243775909028046,248617
7/3/2017,64997.0800,3960081,93004470.34375,425920316211608615127,302032
7/4/2017,66569.3952,4010868,93031836.12500,377047005195524393236,281465
7/5/2017,64822.7346,4053898,93058596.43750,409090970890427930293,271606
7/6/2017,65978.5137,4089182,93085523.00000,304771433494258564221,258791
7/7/2017,67085.5686,4131556,93112810.96875,356293806920488034078,295389
7/8/2017,67464.2959,4169731,93139877.37500,360274207471173457420,248142
7/9/2017,68072.3545,4199674,93166818.15625,256112816521955829361,225189
7/10/2017,69107.6248,4236883,93191251.75000,261598672523810517352,302633
7/11/2017,68636.1856,4279139,93215219.87500,287290319403812354449,291677
7/12/2017,66929.7884,4320310,93239157.84375,330334228770205304780,283828
7/13/2017,67583.3821,4368629,93262929.40625,327421879889750126610,260745
7/14/2017,66162.8973,4400742,93286700.65625,275880608775512764516,249381
7/15/2017,68590.0251,4428324,93310853.00000,288040626935104928109,231961
7/16/2017,70207.4606,4460257,93334862.68750,276731320514844397884,249138
7/17/2017,66693.2842,4498727,93358380.96875,281509048416621247612,248473
7/18/2017,68408.1739,4548962,93382331.28125,423677942917870608295,271055
7/19/2017,71183.4584,4584881,93406814.87500,324838750477733441948,270122
7/20/2017,73430.2935,4626800,93431307.68750,256133190043819893617,250065
7/21/2017,73178.0557,4665313,93455149.87500,309641556641903823695,232560
7/22/2017,72967.3365,4692029,93479457.21875,224825603323107335009,205574
7/23/2017,75690.2025,4728803,93503940.50000,288493997715788616147,260490
7/24/2017,73612.8357,4766918,93527999.40625,309440275124323337625,263095
7/25/2017,77165.6725,4807986,93552692.06250,355486137729586108109,242956
7/26/2017,76836.4143,4842532,93577207.06250,294383920628615754064,223010
7/27/2017,75616.4916,4872429,93601559.71875,263944245322020525245,225435
7/28/2017,77536.4097,4903853,93626244.87500,281982289906320009281,246494
7/29/2017,76584.8357,4930947,93650737.37500,204174934595232430698,198773
7/30/2017,79028.5340,4974090,93675455.03125,208036715301278286531,206624
7/31/2017,80870.2609,5010515,93699513.62500,231201083913724264420,250090
8/1/2017,80820.0069,5049868,93720934.09375,263599401863207269520,218582
8/2/2017,79694.0246,5088235,93742069.40625,236995421936534521668,231068
8/3/2017,76659.2680,5129817,93763035.81250,236502808745258771848,236335
8/4/2017,79754.3216,5169164,93784340.81250,220028357885087836001,257160
8/5/2017,78990.8015,5207095,93805528.62500,236076708761946254889,261400
8/6/2017,80020.6258,5250459,93826794.25000,244978437283443120617,265127
8/7/2017,82348.3479,5302339,93848415.81250,323349086525577669314,281172
8/8/2017,83308.9277,5357059,93870051.12500,339083820207351773196,318866
8/9/2017,84931.8970,5409615,93891780.50000,268527475016345604111,280308
8/10/2017,83442.1715,5469308,93913244.25000,313147657539911794988,338241
8/11/2017,84627.2607,5529892,93935146.28125,354162104364810446316,356682
8/12/2017,87270.9302,5585573,93957067.21875,344986095505773107330,338654
8/13/2017,87653.9263,5647075,93979101.90625,304640582603318902986,333011
8/14/2017,89584.3061,5725888,94001140.03125,345515738014742404303,410061
8/15/2017,90812.4199,5810917,94023364.40625,383745249085415778328,413246
8/16/2017,91289.1473,5866922,94045930.18750,1168463266334638923884,413624
8/17/2017,92534.9297,5934207,94068463.15625,690546642141729588619,428007
8/18/2017,91777.3051,6004737,94090773.62500,1018695224863609907914,443356
8/19/2017,95425.5042,6067912,94113338.00000,471918343256437655126,377418
8/20/2017,93281.2322,6127189,94135470.50000,293147791082707541172,309926
8/21/2017,95741.8313,6186106,94158216.28125,329868824320952789105,392880
8/22/2017,95942.1567,6252808,94180738.93750,325350122318110116393,364727
8/23/2017,98296.3711,6322823,94203348.93750,315881361228438612338,374711
8/24/2017,97228.3329,6375451,94225880.65625,322859895183154977415,352465
8/25/2017,95339.2953,6425907,94244701.43750,310136759482145446983,352621
8/26/2017,95944.7226,6471420,94263267.21875,297916682977333742044,306268
8/27/2017,95506.9876,6521068,94281902.68750,275335440066792045568,324173
8/28/2017,92566.5693,6574380,94300328.15625,323120549329009327805,363799
8/29/2017,99235.3690,6636587,94319408.31250,516170615619647865068,394649
8/30/2017,99678.7102,6703644,94338352.21875,433380111261617053561,400220
8/31/2017,97955.4642,6771516,94357118.31250,737552600750382680364,384421
9/1/2017,98985.3654,6837885,94375947.68750,515416187021540248254,390997
9/2/2017,98883.0465,6892287,94394795.81250,613662115947220532737,331797
9/3/2017,98450.1542,6941689,94413437.84375,296684543722556240166,302525
9/4/2017,99991.3961,7004719,94432358.93750,487767496108771785865,442592
9/5/2017,100474.3339,7067974,94451460.18750,615809001055405203097,444572
9/6/2017,99614.2702,7136790,94470348.46875,770277418637855913270,496376
9/7/2017,101735.9047,7201288,94489481.12500,734239584314302559884,448347
9/8/2017,106728.0408,7267913,94508748.31250,758749006955942549908,463670
9/9/2017,104087.0767,7329084,94527784.09375,441035120382979369503,383654
9/10/2017,102462.2609,7379849,94546772.84375,413297569259006079549,325128
9/11/2017,102521.0502,7444820,94565618.93750,393332823000430979888,365384
9/12/2017,108070.1938,7508515,94584931.43750,519977466207659415783,404898
9/13/2017,103537.1178,7563718,94603829.71875,463058657601601522710,365679
9/14/2017,105590.7742,7618435,94623119.40625,408768329593545821126,380251
9/15/2017,109240.2979,7679736,94642655.81250,636971536778819209024,441767
9/16/2017,107169.6341,7729925,94661993.78125,660859549314408001047,373764
9/17/2017,108004.7306,7772453,94681215.81250,371183068103848447609,289517
9/18/2017,105851.5969,7822945,94700280.81250,403163138029643864124,362764
9/19/2017,108650.3899,7878304,94719653.78125,385073423359178467932,337752
9/20/2017,107391.0713,7943832,94738835.81250,656834640397105791211,324984
9/21/2017,109411.5400,8006858,94758172.21875,325903199025540040684,317074
9/22/2017,108415.5019,8042491,94773915.81250,306112519401891525774,271470
9/23/2017,103936.5010,8078626,94788921.59375,315524338577302959857,260107
9/24/2017,106744.3503,8112522,94804383.00000,440089694340212251319,280929
9/25/2017,101530.2447,8153119,94819257.37500,383148272059298778562,306614
9/26/2017,102987.1868,8211953,94834464.25000,385775178878301041310,306075
9/27/2017,105672.8117,8269803,94849875.34375,422710363398752933696,309047
9/28/2017,101865.3038,8323753,94864873.31250,370160472356163295798,329208
9/29/2017,97747.1226,8364828,94879725.81250,330886157979594145649,326502
9/30/2017,97246.8496,8406110,94894657.21875,371957481380512611746,295798
10/1/2017,101856.5841,8439924,94909789.87500,358613329436254304597,283871
10/2/2017,101498.7153,8487975,94924879.09375,356930578828195825541,306095
10/3/2017,101330.3025,8537491,94940057.53125,381246395654145484290,327906
10/4/2017,104322.3490,8583378,94955375.96875,385387152162937564637,307399
10/5/2017,107720.1602,8622252,94970853.00000,418983077851950083762,314808
10/6/2017,102813.1953,8660904,94985877.06250,437255331091613042088,319882
10/7/2017,100704.8489,8696647,95000892.21875,316276345068356551823,291091
10/8/2017,104067.9114,8738451,95016091.75000,357347800341582836945,296829
10/9/2017,104686.6792,8791812,95031300.50000,379844761748672585299,328172
10/10/2017,106119.6349,8837358,95046784.87500,417793497545713700015,349605
10/11/2017,109279.7021,8880536,95062284.71875,938415100756440140153,344305
10/12/2017,105449.0222,8930073,95077676.28125,421957034378931247313,363411
10/13/2017,110049.5848,8982527,95093113.46875,474904048256685570442,379136
10/14/2017,105135.7480,9026250,95108431.28125,398049613885228241262,332169
10/15/2017,108556.0976,9075349,95124011.43750,386388929966350517732,328921
10/16/2017,112491.5255,9135201,95140181.00000,337116475117611492142,408297
10/17/2017,114496.6530,9195945,95160328.25000,322847244140186147412,505611
10/18/2017,113792.9401,9250984,95180705.65625,299370944841425492171,470449
10/19/2017,117973.6768,9320260,95201131.81250,283929624900779239198,494184
10/20/2017,117268.4555,9391327,95221606.81250,491672418413768698430,546837
10/21/2017,116687.3756,9450402,95241750.03125,230098011400130959809,462902
