Timestamp,Hashrate,Addresses,Supply,Trx_Fee,Daily_Trx
2012-05-31,30542450,1852,7216616.666664967,,628
2012-06-01,28921648,1647,7233283.333331633,,434
2012-06-02,28530733,1909,7266616.666664967,,602
2012-06-03,31018407,1642,7283283.333331633,,608
2012-06-04,28878895,1708,7316616.666664967,,547
2012-06-05,29535228,2104,7333283.333331633,,587
2012-06-06,35690247,2019,7374949.9999983,,595
2012-06-07,31083899,1663,7416616.666664967,,519
2012-06-08,31197102,2022,7433283.333331633,,595
2012-06-09,34080994,1803,7474949.9999983,,610
2012-06-10,33673646,1908,7516616.666664967,,584
2012-06-11,29226839,1819,7533283.333331633,,580
2012-06-12,33134748,1678,7566616.666664967,,569
2012-06-13,33034758,2050,7583283.333331633,,631
2012-06-14,33323202,1775,7616616.666664967,,616
2012-06-15,34128575,2045,7633283.333331633,,689
2012-06-16,35632112,1718,7674949.9999983,,551
2012-06-17,32314836,1656,7716616.666664967,,524
2012-06-18,34909085,1724,7733283.333331633,,558
2012-06-19,31710920,1679,7766616.666664967,,565
2012-06-20,30577583,1709,7783283.333331633,,599
2012-06-21,31714361,1730,7816616.666664967,,609
2012-06-22,35853295,2326,7833283.333331633,,728
2012-06-23,38664155,2354,7874949.9999983,,665
2012-06-24,44259164,2088,7924949.9999983,,674
2012-06-25,52496851,2666,7966616.666664967,,753
2012-06-26,60432313,2195,7983283.333331633,,646
2012-06-27,48973713,1880,8024949.9999983,,669
2012-06-28,57726483,2179,8066616.666664967,,668
2012-06-29,63910083,2087,8083283.333331633,,557
2012-06-30,61293210,1632,8124949.9999983,,462
2012-07-01,57382314,2052,8166616.666664967,,638
2012-07-02,66334387,1940,8183283.333331633,,561
2012-07-03,65157589,2417,8224949.9999983,,868
2012-07-04,73970983,2602,8266616.666664967,,883
2012-07-05,89572396,2279,8283283.333331633,,773
2012-07-06,95387606,2417,8324949.9999983,,736
2012-07-07,119830108,2791,8374949.999998299,,913
2012-07-08,148600324,3698,8424949.9999983,,1191
2012-07-09,214058375,3692,8474949.9999983,,1151
2012-07-10,212678723,2527,8516616.666664965,,885
2012-07-11,169850166,2108,8533283.333331633,,679
2012-07-12,164278642,1890,8566616.666664965,,638
2012-07-13,151443845,2072,8583283.333331633,,697
2012-07-14,167732911,2100,8616616.666664965,32.6656,696
2012-07-15,183425221,2262,8633283.333331633,36.2685863874346,774
2012-07-16,192076818,2706,8674949.9999983,103.190672451193,989
2012-07-17,189984737,3017,8716616.666664965,70.8672566371682,1144
2012-07-18,203097875,2628,8733283.333331633,38.9178082191781,947
2012-07-19,198171909,2608,8774949.9999983,42.5991951710262,958
2012-07-20,204544730,2347,8816616.666664965,48.722433460076,860
2012-07-21,210318609,2190,8833283.333331633,37.1933333333333,797
2012-07-22,202299367,2074,8866616.666664965,32.5303347280335,685
2012-07-23,221356698,2874,8883283.333331633,56.6636363636364,1012
2012-07-24,246790620,2695,8924949.9999983,70.3854838709677,1156
2012-07-25,244378089,2986,8966616.666664965,60.7555314533623,1049
2012-07-26,255687923,2495,8983283.333331633,34.32,682
2012-07-27,247564793,2870,9024949.9999983,49.2588679245283,1036
2012-07-28,263792172,2407,9066616.666664965,46.6761904761905,845
2012-07-29,294702453,2720,9083283.333331633,53.2975700934579,997
2012-07-30,313484043,2706,9124949.9999983,82.4027164685908,963
2012-07-31,296480801,4785,9166616.666664965,516.329032258065,1442
